round,strategy,seed,train_size,unlabeled_size,rmse,r2,pearson_correlation,pearson_p_value,spearman_correlation,spearman_p_value
1,log_likelihood,456,8,326,4664.763877529213,-0.7346515429016831,0.7544343805245719,2.5026295665567893e-10,0.5039790613886777,0.00019046087693110563
2,log_likelihood,456,16,318,4495.491607204093,-0.6110436162977964,0.7963320695740691,4.704419608148945e-12,0.8024477825717506,2.437972976129977e-12
3,log_likelihood,456,24,310,4362.3584155896,-0.5170350169250375,0.7992514746721979,3.4470740250436827e-12,0.8237045685101225,2.0509381819711998e-13
4,log_likelihood,456,32,302,4228.8517511822,-0.42560049368955877,0.8059305224930076,1.6595369402230595e-12,0.8261313044089013,1.5140331236135593e-13
5,log_likelihood,456,40,294,3488.43343348319,0.02990604961661869,0.8375915762722018,3.380521163410831e-14,0.8378517810814679,3.26301538423381e-14
6,log_likelihood,456,48,286,2925.798576360218,0.3175956847417746,0.8391049495098779,2.7494277528660422e-14,0.8001176475584973,3.1401819562261287e-12
7,log_likelihood,456,56,278,2488.3273035857405,0.5064082117177968,0.8367149564499516,3.806698684541405e-14,0.7957323321774235,5.011649285323159e-12
8,log_likelihood,456,64,270,2413.7265507347347,0.5355606043401799,0.83869569160719,2.9080487139165194e-14,0.8012344948918081,2.7825775430529e-12
9,log_likelihood,456,72,262,2268.038624223757,0.5899339560835343,0.8330976181540191,6.168298819503499e-14,0.8089541052886391,1.180927635829892e-12
10,log_likelihood,456,80,254,2170.6262453980976,0.6244022208990353,0.8296659655157964,9.648531445769255e-14,0.8119789559940186,8.351431603451086e-13
11,log_likelihood,456,88,246,2117.109742738169,0.6426945361146358,0.8278534229155576,1.217178752005431e-13,0.8159634240902277,5.240789195291263e-13
12,log_likelihood,456,96,238,2111.4074573315675,0.6446166980292154,0.8257082557829415,1.5968366300763343e-13,0.8201622867101073,3.1681543939358333e-13
13,log_likelihood,456,104,230,2101.419652292792,0.647970957145598,0.8204003905243764,3.07780878071171e-13,0.8203917296008637,3.0810517533143435e-13
14,log_likelihood,456,112,222,2092.9932224276445,0.6507884816649292,0.8149569100827319,5.901640100174135e-13,0.8168078783039857,4.741137549935248e-13
15,log_likelihood,456,120,214,2091.990895057026,0.6511228740045654,0.8167781518927727,4.757930754688205e-13,0.8210656021785692,2.8381836316685667e-13
16,log_likelihood,456,128,206,2102.801214135401,0.6475079275303326,0.8103872326466721,1.0029294929585812e-12,0.8148848231888041,5.951886481430273e-13
17,log_likelihood,456,136,198,2102.587866044483,0.6475794508823105,0.8121994114126343,8.141222914626648e-13,0.8178887743122435,4.16733641384224e-13
18,log_likelihood,456,144,190,2097.338474223435,0.6493369842532438,0.812266347639871,8.078397879865488e-13,0.8128673067647738,7.534584679811745e-13
19,log_likelihood,456,152,182,2059.930039101139,0.661734381946283,0.8181354743939695,4.0459461192717084e-13,0.8155411117174926,5.509028399506165e-13
20,log_likelihood,456,160,174,2044.9239587240565,0.6666447935681281,0.8204084966296359,3.074776488503915e-13,0.8160006374342375,5.217756283656127e-13
