round,strategy,seed,train_size,unlabeled_size,rmse,r2,pearson_correlation,pearson_p_value,spearman_correlation,spearman_p_value
19,highExpression,42,152,182,1991.6814977020786,0.654640576718587,0.8147233779459568,6.065894503884112e-13,0.6762785801797295,7.040084556572005e-08
20,highExpression,42,160,174,1992.6047131569426,0.6543203296765252,0.8159391348802787,5.255874819984973e-13,0.6652411339946527,1.3638007118104638e-07
1,highExpression,123,8,326,4588.701562154269,0.05942364981715276,0.7304992066724194,1.7286037037508471e-09,0.4450360090324659,0.001202366329375885
2,highExpression,123,16,318,3389.8137490149265,0.4867061013069316,0.7265802923928228,2.3265489923454134e-09,0.3533230049723239,0.011837860775607952
3,highExpression,123,24,310,3379.8333547885545,0.4897241632877336,0.7265471267021111,2.3323550261018725e-09,0.3528100539341398,0.01196983462392105
4,highExpression,123,32,302,3359.4573671095627,0.4958582129699567,0.7264776133772012,2.3445684421370323e-09,0.35277039754784423,0.011980089941005906
5,highExpression,123,40,294,3384.106694416454,0.4884329987539827,0.7265618779529743,2.329770967516e-09,0.35338520191464196,0.01182194377402672
6,highExpression,123,48,286,3355.381677479258,0.4970807193654738,0.7550785796405954,2.368632260332829e-10,0.5304807139194396,7.412793231334919e-05
7,highExpression,123,56,278,3337.434889772973,0.5024462178451816,0.7598109114656716,1.572765319932734e-10,0.6049411726922593,3.2679774385555795e-06
8,highExpression,123,64,270,3277.3961439723453,0.5201866745055149,0.7798764268890602,2.482864093642426e-11,0.7246137553470952,2.695420719722068e-09
9,highExpression,123,72,262,3266.168954694766,0.5234683822359893,0.7820230355157205,2.014899111439563e-11,0.8030680621233365,2.2778300184601087e-12
10,highExpression,123,80,254,3264.937371289466,0.5238276886839117,0.7816735986991078,2.084908979301889e-11,0.8161825092891545,5.106563372159932e-13
11,highExpression,123,88,246,3278.6398603118837,0.5198224433444324,0.7795430162890175,2.564187913329875e-11,0.7855209259598794,1.4264523802887187e-11
12,highExpression,123,96,238,3258.3853998583995,0.5257369056769227,0.7838535821382698,1.6830634163515612e-11,0.8108559939365889,9.50457003234972e-13
13,highExpression,123,104,230,2831.657314048367,0.6418245489609689,0.8346524944913578,5.019730472719872e-14,0.8485931910905392,7.156896277092894e-15
14,highExpression,123,112,222,2712.0520353339616,0.6714431968200665,0.8443279462957994,1.3252091479864522e-14,0.8381188079004395,3.1464705517259646e-14
15,highExpression,123,120,214,2713.392948403732,0.671118221473132,0.8429733678679326,1.605424001810789e-14,0.8341282878938985,5.38210227788043e-14
16,highExpression,123,128,206,2714.869227499686,0.6707602538783137,0.8427044768962881,1.6673740919447193e-14,0.8280098288451595,1.193148335731262e-13
17,highExpression,123,136,198,2715.036593996239,0.670719658625478,0.8427019686089439,1.6679625374433607e-14,0.8283233505819276,1.1463285970137907e-13
18,highExpression,123,144,190,2715.1899482775057,0.670682459881045,0.8426966711368044,1.6692059760006858e-14,0.8303187140725956,8.868228472588284e-14
19,highExpression,123,152,182,2714.8162093509395,0.6707731130696237,0.842648740155444,1.6804966088941512e-14,0.838019702401785,3.189256061305077e-14
20,highExpression,123,160,174,2715.421812337156,0.6706262132364452,0.842656114427307,1.6787548104636274e-14,0.856342567402012,2.2231761729539455e-15
1,highExpression,456,8,326,4664.763877529213,-0.7346515429016831,0.7544343805245719,2.5026295665567893e-10,0.5039790613886777,0.00019046087693110563
2,highExpression,456,16,318,3396.5508889317944,0.0803360400156089,0.7068176548954349,9.665643697451421e-09,0.4949518547164664,0.00025816333681325426
3,highExpression,456,24,310,3248.588218990856,0.15871674262358537,0.6853671881659851,3.99737176437233e-08,0.5012024610029576,0.00020932715703419675
4,highExpression,456,32,302,3241.6126513916925,0.16232577357021927,0.6839059554830269,4.384137946231553e-08,0.4986055268073302,0.00022849395448812926
5,highExpression,456,40,294,3143.755683744148,0.21213738873107058,0.6486883472852117,3.497147480027692e-07,0.47771396486155093,0.0004510099247779406
6,highExpression,456,48,286,2454.4095818128935,0.5197725383578684,0.7377981471368446,9.803063340048432e-10,0.49820840837305796,0.0002315614979316403
7,highExpression,456,56,278,2344.424666317279,0.5618473122795038,0.756219020045724,2.1478747344825504e-10,0.5160312075086483,0.00012520311136685928
8,highExpression,456,64,270,2320.698500634546,0.5706708671163802,0.7598881163296146,1.5621727507552166e-10,0.4763201541805319,0.00047122184165461375
9,highExpression,456,72,262,2370.435143299508,0.5520711136590954,0.754051674511423,2.5855915798517685e-10,0.38095811345367936,0.006344828201284191
10,highExpression,456,80,254,2365.6673919492023,0.5538711762645572,0.7575316187990705,1.9178707274528496e-10,0.35294224006095243,0.011935705105565504
11,highExpression,456,88,246,2406.191842909673,0.5384556739964559,0.7680413308681958,7.542154689166235e-11,0.3639175306684124,0.00937819848566088
12,highExpression,456,96,238,2417.752873314057,0.5340098549577436,0.7683916093291632,7.305049008452331e-11,0.35544537651528535,0.011305002324624475
13,highExpression,456,104,230,2422.9213304325945,0.5320154208746384,0.7723655258309848,5.0644358724947636e-11,0.3878260792833707,0.005388981684073969
14,highExpression,456,112,222,2463.3558334114236,0.5162653278617901,0.7724490957971821,5.025175685297726e-11,0.31722440834720084,0.024787031709564717
15,highExpression,456,120,214,2500.9741468550096,0.501378132822003,0.7677885984411608,7.717730088205314e-11,0.313684272408221,0.026534310322158288
16,highExpression,456,128,206,2504.5958683031513,0.4999329542903428,0.7671263786290071,8.196290629329537e-11,0.3353474720729538,0.0172808285057418
17,highExpression,456,136,198,2504.3463341216375,0.5000325932032661,0.7669597568499523,8.321045617079886e-11,0.3452402817399278,0.014069241273468126
18,highExpression,456,144,190,2499.6576103138445,0.5019029532224087,0.7665705320855157,8.619501826326576e-11,0.3630510603572971,0.009561269564973982
