"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation,and_score,or_score
10594.0,23150.0,19537.0,12448.0,5,2,4,3,3,4,2,1,2,2,1,5,1,2,1,1,4,1,3,0.5377105831533477,1.1750047196526336
28609.0,38531.0,93817.0,14631.0,14,13,13,14,2,4,1,1,1,4,1,5,1,2,1,1,4,1,3,0.15595254591385357,0.5114124925722675
1565.5,744.69,24102.0,381.87,28,12,22,16,2,1,2,1,1,4,1,5,1,2,1,1,4,1,3,0.015843913368185213,0.24392845736186522
3540.7,4878.7,23550.0,79323.0,6,5,10,1,3,1,2,1,1,4,1,5,1,2,1,1,4,1,3,3.36828025477707,1.3778913774112465
2590.9,3311.5,2757.7,4244.3,20,9,19,12,1,2,2,1,1,4,1,5,1,2,1,1,4,1,3,1.2816850369922996,1.064379173260257
22317.0,23955.0,23631.0,11640.0,14,13,23,12,3,3,2,1,1,4,1,5,1,2,1,1,4,1,3,0.4859110832811522,0.5215754805753462
2133.0,2703.1,1794.3,2084.4,1,1,1,1,1,4,2,1,1,4,1,5,1,2,1,1,4,1,3,0.7711146461470164,0.8412095639943741
1006.5,1268.2,1701.8,2285.9,2,2,2,2,1,2,1,1,1,1,2,5,1,2,1,1,4,1,3,1.3432248207779998,1.2600099354197716
666.4,2221.6,1225.3,5344.1,1,1,1,1,3,3,1,1,1,1,2,5,1,2,1,1,4,1,3,2.4055185451926544,1.8386854741896759
1543.2,1766.1,4667.2,7232.4,43,44,43,45,2,4,1,1,1,1,2,5,1,2,1,1,4,1,3,1.5496229002399726,1.144440124416796
814.83,735.87,412.71,5453.8,17,16,16,21,2,1,2,1,1,1,2,5,1,2,1,1,4,1,3,6.693175263551907,0.5064982879864511
778.47,1278.6,3687.4,8229.4,17,18,18,18,3,1,2,1,1,1,2,5,1,2,1,1,4,1,3,2.2317622172804685,1.6424525029866275
1031.4,980.24,1015.7,1383.1,23,25,24,29,1,2,2,1,1,1,2,5,1,2,1,1,4,1,3,1.3409928252860188,0.9503975179367848
959.53,521.95,533.31,2786.5,1,1,1,1,2,3,2,1,1,1,2,5,1,2,1,1,4,1,3,2.90402592936125,0.5439642324888228
631.59,2760.2,1098.2,7015.0,35,45,38,36,3,3,2,1,1,1,2,5,1,2,1,1,4,1,3,2.541482501268024,1.7387862379075032
758.51,2830.7,1407.5,7665.8,4,4,4,4,3,4,2,1,1,1,2,5,1,2,1,1,4,1,3,2.7080934044582614,1.8556116597012564
546.66,894.27,4711.5,10637.0,1,1,1,1,3,1,3,1,1,1,2,5,1,2,1,1,4,1,3,2.2576674095298737,1.6358797058500714
1791.2,1864.5,829.11,11284.0,2,2,1,1,3,3,3,1,1,1,2,5,1,2,1,1,4,1,3,6.052024671493698,0.4628796337650737
715.5,11314.0,534.74,9668.5,1,1,1,1,2,4,2,1,1,2,2,2,1,3,1,1,4,1,3,0.8545607212303341,0.7473654786862334
429.29,1500.9,603.95,704.4,1,2,2,1,3,4,2,1,1,4,1,3,1,5,1,1,4,1,3,0.4693184089546272,1.4068578350299332
640.31,2776.5,572.97,2934.5,1,1,1,1,3,3,2,1,3,2,2,1,1,6,1,1,4,1,3,1.056906176841347,0.8948321906576503
330.41,962.23,2786.5,1191.2,1,1,1,1,1,1,2,1,2,4,2,2,1,6,1,1,4,1,3,0.4274896823972726,2.912230259374716
533.31,625.84,380.23,907.17,1,1,4,1,1,2,2,1,2,2,1,3,1,6,1,1,4,1,3,1.4495238399590948,0.7129624421068422
2786.5,668.87,2395.5,7023.3,1,2,2,2,3,3,2,1,2,2,1,3,1,6,1,1,4,1,3,2.5204737125426164,0.24003947604521803
23499.0,144000.0,1107.9,78059.0,1,1,3,1,2,1,1,1,1,2,2,4,1,6,1,1,4,1,3,0.5420763888888889,0.047146687093067796
2786.5,131000.0,4455.5,131000.0,1,1,1,1,2,2,1,1,1,2,2,4,1,6,1,1,4,1,3,1.0,1.5989592678987978
432.9,718.95,468.34,758.25,2,2,2,2,1,2,1,1,1,2,3,1,1,1,2,1,4,1,3,1.0546630502816607,1.0818664818664818
432.25,722.72,471.15,754.17,11,11,11,11,1,2,2,1,1,2,3,1,1,1,2,1,4,1,3,1.0435161611689174,1.0899942163100058
409.83,6383.2,360.47,3105.2,7,7,7,7,3,2,2,1,1,2,3,1,1,1,2,1,4,1,3,0.4864644692317333,0.8795598174852989
457.57,737.36,482.63,660.31,1,1,1,1,2,2,2,1,2,2,4,1,1,2,2,1,4,1,3,0.8955055875013561,1.0547675765456652
619.6,429.58,825.16,394.48,1,1,1,2,3,2,2,1,2,2,4,1,1,2,2,1,4,1,3,0.47806486014833494,0.6366688185926405
1283.3,27869.0,35250.0,28121.0,2,2,2,2,2,2,2,1,4,1,2,2,1,2,2,1,4,1,3,0.7977588652482269,21.7166679654017
173000.0,198000.0,110000.0,166000.0,2,2,3,2,2,4,1,1,2,2,4,2,1,2,2,1,4,1,3,0.8383838383838383,0.6358381502890174
555.94,1155.8,712.44,2786.5,5,4,3,4,1,2,2,1,2,2,4,2,1,2,2,1,4,1,3,2.410884236026994,1.2815051984027053
729.96,888.07,744.34,834.82,7,7,7,7,2,2,2,1,2,2,4,2,1,2,2,1,4,1,3,0.9400385104777776,1.0196997095731273
431.88,357.17,512.34,470.42,13,7,11,10,3,2,2,1,2,2,4,2,1,2,2,1,4,1,3,0.9181793340359917,0.8270121329999074
2463.8,21652.0,4984.2,1803.4,3,1,4,3,3,3,2,1,2,2,4,2,1,2,2,1,4,1,3,0.08329022723074081,0.7319587628865979
5303.2,3852.4,3497.7,5549.6,1,1,1,1,3,2,4,1,2,2,4,2,1,2,2,1,4,1,3,1.0464625131995777,0.6595451802685172
612.71,26600.0,3150.3,191000.0,1,1,1,1,1,2,1,1,3,3,4,2,1,2,2,1,4,1,3,7.180451127819549,5.141584109937817
457.02,181.3,369.76,481.86,1,1,2,1,2,2,2,1,3,3,4,2,1,2,2,1,4,1,3,1.054352107128791,0.3967003632226161
959.53,957.19,373.11,482.24,1,4,3,4,3,3,2,1,3,3,4,2,1,2,2,1,4,1,3,0.5025793878252894,0.3888466228257585
5966.3,13579.0,6819.2,14886.0,1,1,1,1,1,2,3,1,2,2,1,3,1,2,2,1,4,1,3,1.096251564916415,1.1429529188944572
6410.8,18922.0,9973.7,11124.0,1,1,1,3,1,2,1,1,2,2,4,3,1,2,2,1,4,1,3,0.5878871155268999,1.5557652711050103
8121.1,68243.0,82203.0,194000.0,2,1,4,1,2,4,1,1,2,2,4,3,1,2,2,1,4,1,3,2.360011191805652,8.403171984090825
1220.5,392.47,659.36,2983.3,9,7,9,9,2,2,2,1,2,2,4,3,1,2,2,1,4,1,3,2.4443260958623516,0.32156493240475215
461.21,9691.5,2528.9,14570.0,7,4,5,6,3,2,2,1,2,2,4,3,1,2,2,1,4,1,3,1.503379249858123,5.4831855337048205
1323.2,1892.1,4403.0,9443.4,6,2,3,3,3,3,2,1,2,2,4,3,1,2,2,1,4,1,3,2.144764933000227,1.4299425634824667
361.5,1490.3,434.96,512.96,1,9,1,1,3,4,2,1,2,2,4,3,1,2,2,1,4,1,3,0.3441991545326445,1.2032088520055324
8092.0,330.41,541.69,584.01,4,1,1,1,3,2,1,1,3,2,4,4,1,2,2,1,4,1,3,0.0721712802768166,0.04083168561542264
4733.1,4819.2,9965.3,11768.0,2,2,2,2,2,4,1,1,3,2,4,4,1,2,2,1,4,1,3,1.1808977150712976,1.0181910375863599
8092.0,330.41,541.69,584.01,1,1,1,1,3,4,1,1,3,2,4,4,1,2,2,1,4,1,3,0.0721712802768166,0.04083168561542264
1139.4,4711.7,6971.2,122000.0,6,5,10,9,1,2,2,1,3,2,4,4,1,2,2,1,4,1,3,17.500573789304568,4.135246621028611
2796.5,1636.7,23499.0,23499.0,2,2,1,1,2,2,2,1,3,2,4,4,1,2,2,1,4,1,3,1.0,0.5852672984087252
68077.0,1525.5,331.84,1215.7,10,6,12,7,3,2,2,1,3,2,4,4,1,2,2,1,4,1,3,0.017857719934779734,0.004874480367818793
692.85,698.17,454.67,589.38,27,27,13,13,3,3,2,1,3,2,4,4,1,2,2,1,4,1,3,0.8441783519773122,0.6562315075413149
385.93,485.08,421.12,551.0,1,1,1,1,1,2,1,1,2,3,4,4,1,2,2,1,4,1,3,1.1358951100849344,1.0911823387660975
65478.0,180000.0,122000.0,193000.0,6,6,6,6,2,4,1,1,2,3,4,4,1,2,2,1,4,1,3,1.0722222222222222,1.8632212346131525
1354.2,1632.7,3233.7,3462.3,7,6,6,6,2,2,2,1,2,3,4,4,1,2,2,1,4,1,3,1.0706930141942668,1.2056564761482793
1074.8,830.63,1065.8,5644.4,1,1,2,4,3,2,2,1,2,3,4,4,1,2,2,1,4,1,3,5.251581689616673,0.7728228507629327
17135.0,330.41,31741.0,5595.3,7,1,3,2,3,3,2,1,2,3,4,4,1,2,2,1,4,1,3,0.17627989036262248,0.019282754595856436
997.91,6908.5,2375.0,18089.0,7,6,6,6,1,2,1,1,3,3,4,4,1,2,2,1,4,1,3,2.618368676268365,2.379974145965067
330.41,2888.6,645.42,661.0,1,2,1,1,3,2,1,1,3,3,4,4,1,2,2,1,4,1,3,0.22883057536522883,1.953391241185194
2611.8,2016.4,1799.0,2092.5,1,1,1,1,1,4,1,1,3,3,4,4,1,2,2,1,4,1,3,0.801171605789111,0.6887969982387625
457.02,181.3,9318.0,481.86,1,1,4,1,2,2,2,1,3,3,4,4,1,2,2,1,4,1,3,0.05171281390856407,0.3967003632226161
631.74,1520.8,382.04,513.72,8,15,14,16,3,2,2,1,3,3,4,4,1,2,2,1,4,1,3,0.33779589689637035,0.604742457340045
959.53,957.19,521.44,495.17,1,15,11,11,3,3,2,1,3,3,4,4,1,2,2,1,4,1,3,0.5160547351307411,0.5160547351307411
412.45,959.53,959.53,330.41,1,1,1,1,3,4,2,1,3,3,4,4,1,2,2,1,4,1,3,0.3443456692338958,0.8010910413383441
959.53,959.53,959.53,985.46,1,2,1,1,3,3,3,1,3,3,4,4,1,2,2,1,4,1,3,1.0270236469938407,1.0
959.53,113.78,254.08,2786.5,1,1,1,1,2,4,4,1,2,1,1,1,1,3,2,1,4,1,3,2.90402592936125,0.11857888758037789
573.62,243.87,1039.1,977.04,9,10,10,10,3,2,4,1,2,1,1,2,1,3,2,1,4,1,3,0.9402752381868925,0.42514208012272936
967.1,486.75,3667.9,25987.0,3,3,3,3,2,3,4,1,2,1,1,2,1,3,2,1,4,1,3,7.084980506556885,0.5033088615448247
687.02,480.46,736.18,1131.7,17,21,17,19,2,4,4,1,2,1,1,2,1,3,2,1,4,1,3,1.5372599092613222,0.6993391749876278
394.35,450.56,452.32,753.63,2,2,2,3,2,2,4,1,2,3,1,2,1,3,2,1,4,1,3,1.6661434382737885,1.1425383542538354
345.79,544.96,517.6,1007.2,23,20,28,21,2,4,4,1,2,3,1,2,1,3,2,1,4,1,3,1.8482090428655313,1.4968622574394863
959.53,3366.8,603.32,8092.0,16,16,16,16,2,3,4,1,1,2,2,2,1,3,2,1,4,1,3,2.40346916953784,0.6287661667691474
526.4,956.22,958.39,5376.8,11,18,19,12,2,4,4,1,1,2,2,2,1,3,2,1,4,1,3,5.610242176984317,1.8165273556231005
490.83,6560.4,498.16,4496.7,1,1,1,1,3,4,4,1,1,2,2,2,1,3,2,1,4,1,3,0.6854307664166819,1.0149338874966893
374.93,8655.7,21328.0,510.88,2,6,6,2,2,3,4,1,1,1,2,3,1,3,2,1,4,1,3,0.02395348837209302,1.3626010188568531
714.18,538.9,592.68,367.51,17,17,25,27,2,4,4,1,1,1,2,3,1,3,2,1,4,1,3,0.5145901593435829,0.5145901593435829
1137.5,4112.6,2634.1,7669.6,12,6,12,12,2,2,4,1,1,2,2,4,1,3,2,1,4,1,3,1.8649029810825268,2.3156923076923075
15804.0,6903.9,903.29,2198.9,12,6,12,12,3,2,4,1,1,2,2,4,1,3,2,1,4,1,3,0.13913566185775753,0.05715578334598836
362.09,890.5,9573.0,440.14,1,1,7,1,2,3,4,1,1,2,2,4,1,3,2,1,4,1,3,0.04597722761934608,1.2155541439973487
637.98,10229.0,706.25,2815.8,51,35,51,53,2,4,4,1,1,2,2,4,1,3,2,1,4,1,3,0.2752761755792355,1.1070096241261482
959.53,7927.4,1213.3,8156.1,1,1,1,1,3,4,2,1,1,4,1,3,1,5,2,1,4,1,3,1.0288493074652472,1.2644732316863465
2324.3,2025.4,2111.3,1958.7,1,1,1,1,1,4,1,1,1,3,2,1,1,5,3,1,4,1,3,0.842705330637181,0.842705330637181
963.95,2302.0,17590.0,68243.0,1,4,6,2,1,1,2,1,2,3,2,1,1,5,3,1,4,1,3,3.8796475270039794,2.388090668603143
6044.9,961.52,5413.0,329.7,8,5,8,5,3,4,2,1,2,3,2,1,1,5,3,1,4,1,3,0.05454184519181459,0.05454184519181459
994.71,2020.7,10263.0,8806.5,2,2,2,2,3,4,2,1,2,4,2,1,1,5,3,1,4,1,3,0.858082432037416,2.0314463511978365
1419.9,1492.0,330.41,49033.0,2,1,1,3,1,1,2,1,3,2,1,2,1,5,3,1,4,1,3,32.86394101876676,0.23269948587928727
504.63,1627.6,569.14,259.7,10,3,9,7,1,1,2,1,2,3,1,2,1,5,3,1,4,1,3,0.1595600884738265,0.5146344846719378
3050.7,70280.0,538.23,146.15,1,1,1,1,3,1,2,1,2,3,1,2,1,5,3,1,4,1,3,0.0020795389869095048,0.047907037729045795
979.22,413.24,2959.3,1046.6,9,6,9,8,3,4,2,1,2,3,1,2,1,5,3,1,4,1,3,0.3536647180076369,0.42200935438410164
1842.9,1154.0,6432.3,14225.0,2,2,2,2,3,1,1,1,1,3,2,2,1,5,3,1,4,1,3,2.211495110613622,0.6261869878995062
2300.0,2106.6,2606.5,1793.8,24,20,29,32,1,2,1,1,1,3,2,2,1,5,3,1,4,1,3,0.6882025704968349,0.7799130434782608
3763.8,8084.5,1716.9,3287.1,3,2,3,3,1,4,1,1,1,3,2,2,1,5,3,1,4,1,3,0.40659286288576907,0.4561613263191455
760.25,358.78,351.68,792.37,18,22,10,20,1,1,2,1,1,3,2,2,1,5,3,1,4,1,3,1.0422492601118054,0.4625846760933903
673.64,731.28,829.34,959.53,6,4,6,8,2,3,2,1,1,3,2,2,1,5,3,1,4,1,3,1.1569802493549086,1.085564990202482
376.02,827.05,498.87,952.68,70,40,52,58,3,4,2,1,1,3,2,2,1,5,3,1,4,1,3,1.151901336073998,1.326711345141216
600.38,959.53,568.62,330.41,2,1,1,1,3,4,3,1,1,3,2,2,1,5,3,1,4,1,3,0.3443456692338958,0.5503347879676206
82842.0,21092.0,170000.0,13375.0,5,2,6,2,3,1,1,1,2,4,2,2,1,5,3,1,4,1,3,0.07867647058823529,0.161451920523406
971.74,35459.0,15542.0,48422.0,14,6,7,7,1,2,1,1,2,4,2,2,1,5,3,1,4,1,3,1.3655771454355734,15.993990161977484
61405.0,207.21,36240.0,95801.0,19,19,19,10,3,4,2,1,2,4,2,2,1,5,3,1,4,1,3,1.5601498249328232,0.0033744809054637244
5721.5,138000.0,144000.0,82633.0,10,10,10,10,3,1,1,1,1,4,1,3,1,5,3,1,4,1,3,0.5738402777777778,14.44254129161933
2995.3,9197.4,2875.7,16186.0,48,38,34,48,1,2,1,1,1,4,1,3,1,5,3,1,4,1,3,1.7598451736360277,0.9600707775514973
2786.5,64466.0,185000.0,13296.0,2,2,2,2,3,3,1,1,1,4,1,3,1,5,3,1,4,1,3,0.07187027027027026,4.7715772474430285
2979.0,9709.1,3731.7,29779.0,6,5,4,6,1,4,1,1,1,4,1,3,1,5,3,1,4,1,3,3.067122596327157,1.2526686807653575
449.9,466.84,502.8,681.22,17,28,22,26,1,1,2,1,1,4,1,3,1,5,3,1,4,1,3,1.3548528241845665,1.0376528117359414
699.02,7610.9,689.01,8174.3,92,92,82,103,3,4,2,1,1,4,1,3,1,5,3,1,4,1,3,1.0740254109238068,0.9856799519327059
450.26,4038.1,407.47,8625.2,1,1,1,1,3,4,3,1,1,4,1,3,1,5,3,1,4,1,3,2.13595502835492,0.904966019633101
2172.4,3412.2,1743.2,1414.6,36,46,40,48,1,2,1,1,3,2,1,4,1,5,3,1,4,1,3,0.4145712443584784,0.6511692137727858
2650.0,2698.7,1844.9,39187.0,3,8,4,3,1,4,1,1,3,2,1,4,1,5,3,1,4,1,3,14.520695149516435,0.696188679245283
786.62,1514.2,400.13,1271.8,42,51,48,63,1,1,2,1,3,2,1,4,1,5,3,1,4,1,3,0.8399154669132215,0.5086700058478045
283.99,21923.0,406.72,14767.0,6,11,2,9,3,2,2,1,3,2,1,4,1,5,3,1,4,1,3,0.6735848195958583,1.4321631043346597
330.41,959.53,4781.7,330.41,1,1,2,1,3,3,2,1,3,2,1,4,1,5,3,1,4,1,3,0.0690988560553778,1.0
971.55,76327.0,764.03,1868.8,90,57,56,55,3,4,2,1,3,2,1,4,1,5,3,1,4,1,3,0.02448412750402872,0.7864031701919613
330.41,843.94,2210.3,6746.5,1,1,1,1,1,1,3,1,3,2,1,4,1,5,3,1,4,1,3,3.0523005926797264,2.554220513906964
238.2,482.4,406.72,407.77,1,1,1,1,3,2,3,1,3,2,1,4,1,5,3,1,4,1,3,0.8452943615257048,1.7074727120067172
7382.7,2905.4,3655.3,7011.0,15,8,23,11,1,2,1,1,2,3,1,4,1,5,3,1,4,1,3,0.9496525661343411,0.39354165820092923
342.48,39265.0,8411.8,199.26,13,3,14,8,1,1,2,1,2,3,1,4,1,5,3,1,4,1,3,0.005074748503756526,0.5818149964961457
954.42,621.21,2423.2,759.86,14,9,12,10,3,4,2,1,2,3,1,4,1,5,3,1,4,1,3,0.31357708814790364,0.6508769724020872
2043.2,2800.0,2786.5,2786.5,1,1,1,1,1,2,1,1,1,3,2,4,1,5,3,1,4,1,3,0.9951785714285715,1.3637920908379013
7033.1,31898.0,38751.0,10367.0,1,1,1,1,3,4,2,1,3,1,3,4,1,5,3,1,4,1,3,0.2675285799076153,1.474029944121369
674.36,330.41,352.09,782.23,1,1,1,1,3,2,2,1,1,2,3,1,1,2,4,1,4,1,3,1.1599590723055935,0.4899608517705677
128000.0,29258.0,3759.2,198000.0,3,5,5,3,3,3,2,1,1,2,3,1,1,2,4,1,4,1,3,1.546875,0.02936875
331.88,399.48,6649.1,374.71,7,1,7,1,1,2,2,1,3,2,3,1,1,2,4,1,4,1,3,0.05635499541291302,1.1290526696396288
247.47,330.41,453.26,346.73,1,1,1,1,2,1,2,1,2,2,1,2,1,2,4,1,4,1,3,0.7649693332745003,1.3351517355639069
1321.0,2542.3,1055.5,2409.2,8,8,8,8,3,1,1,1,1,1,2,2,1,2,4,1,4,1,3,0.9476458325138652,0.7990158970476912
330.41,330.41,959.53,959.53,1,1,1,1,2,4,1,1,2,3,2,3,1,2,4,1,4,1,3,1.0,1.0
1321.0,2542.3,1055.5,2409.2,4,4,4,4,3,1,1,1,1,1,2,4,1,2,4,1,4,1,3,0.9476458325138652,0.7990158970476912
22716.0,23499.0,35610.0,113.78,1,1,1,1,3,3,2,1,1,4,1,5,1,2,4,1,4,1,3,0.003195169896096602,0.005008804366966015
581.57,25724.0,1870.9,1118.0,20,26,35,26,1,1,1,1,2,1,1,1,1,3,4,1,4,1,3,0.04346135904213964,1.9223825162921058
1924.1,61862.0,4185.0,28549.0,8,8,8,8,3,2,1,1,2,1,1,1,1,3,4,1,4,1,3,0.46149494035110405,2.1750428771893353
2541.1,67555.0,6056.0,27424.0,1,1,1,1,3,4,1,1,2,1,1,1,1,3,4,1,4,1,3,0.40595070683147066,2.3832198654126167
516.63,1226.0,1327.0,3363.7,1,1,1,1,1,1,2,1,2,1,1,1,1,3,4,1,4,1,3,2.534815373021854,2.373071637342005
68243.0,959.53,43069.0,198000.0,3,1,4,4,2,4,1,1,1,4,1,1,1,3,4,1,4,1,3,2.901396480225078,0.01406048972055742
2541.1,67555.0,6056.0,27424.0,1,1,1,1,3,2,1,1,3,4,1,1,1,3,4,1,4,1,3,0.40595070683147066,2.3832198654126167
1824.4,5790.7,2197.0,5066.1,19,20,17,19,2,4,1,1,3,1,2,1,1,3,4,1,4,1,3,0.874868323346055,1.204231528173646
1750.4,957.19,330.41,959.53,9,9,10,6,1,1,1,1,1,2,2,1,1,3,4,1,4,1,3,0.5481775594149908,0.18876256855575868
468.66,959.53,372.2,535.93,9,7,9,9,1,2,1,1,1,2,2,1,1,3,4,1,4,1,3,0.5585338655383364,0.7941791490632868
4732.5,2786.5,4705.9,79845.0,3,1,3,8,2,2,1,1,1,2,2,1,1,3,4,1,4,1,3,16.8716323296355,0.5888008452192287
572.09,722.89,64336.0,198000.0,21,19,22,7,2,3,1,1,1,2,2,1,1,3,4,1,4,1,3,3.077592638647103,1.2635948889160795
336.96,959.53,330.41,330.41,1,1,1,1,1,4,1,1,1,2,2,1,1,3,4,1,4,1,3,0.3443456692338958,0.9805614909781578
382.64,957.62,1186.0,1085.3,5,5,8,5,1,1,2,1,1,2,2,1,1,3,4,1,4,1,3,0.9150927487352445,2.5026656909889193
20253.0,45756.0,41048.0,50740.0,14,15,16,16,3,1,2,1,1,2,2,1,1,3,4,1,4,1,3,1.108925605385086,2.026761467436923
16904.0,23499.0,10448.0,23869.0,12,4,6,6,1,2,1,1,2,2,2,1,1,3,4,1,4,1,3,1.0157453508659944,0.6180785612872692
19615.0,68243.0,50796.0,66767.0,13,13,14,15,2,2,1,1,2,2,2,1,1,3,4,1,4,1,3,0.9783714080565039,2.589650777466225
846.14,576.57,778.49,3012.0,4,4,3,5,3,2,1,1,2,2,2,1,1,3,4,1,4,1,3,3.5596946131845795,0.6814120594700641
377.08,330.41,291.07,392.15,11,8,11,8,2,3,1,1,2,2,2,1,1,3,4,1,4,1,3,1.0399649941656943,0.7719051660125172
40302.0,94213.0,81486.0,13229.0,13,10,13,10,2,4,1,1,2,2,2,1,1,3,4,1,4,1,3,0.14041586617558086,0.32824673713463354
330.41,492.79,1711.7,556.56,7,1,1,1,1,1,2,1,2,2,2,1,1,3,4,1,4,1,3,0.32515043523982,1.4914500166459852
4541.4,4870.3,17102.0,15206.0,13,11,16,10,3,3,2,1,2,2,2,1,1,3,4,1,4,1,3,0.8891357735937317,1.0724226009600566
9055.2,8126.7,21834.0,21172.0,2,2,2,2,2,3,1,1,3,3,2,1,1,3,4,1,4,1,3,0.9696803151048823,0.897462231645905
1226.2,6029.8,959.53,1381.5,1,5,1,1,1,1,1,1,2,4,2,1,1,3,4,1,4,1,3,0.2291120766857939,0.7825232425379219
2395.1,136000.0,184000.0,198000.0,4,13,14,4,2,3,1,1,3,1,1,2,1,3,4,1,4,1,3,1.076086956521739,56.78259780384953
7013.3,17410.0,20914.0,74369.0,5,7,9,3,2,4,1,1,3,1,1,2,1,3,4,1,4,1,3,3.5559433872047435,2.4824262472730383
9759.9,55318.0,13805.0,3906.2,10,8,12,20,3,3,2,1,3,1,1,2,1,3,4,1,4,1,3,0.07061354351205755,0.40022951054826383
1588.0,3011.8,97694.0,75314.0,7,8,16,13,2,1,2,3,1,2,1,2,1,3,4,1,4,1,3,0.7709173541875652,1.8965994962216626
1150.3,29571.0,8748.0,3698.3,3,2,3,2,2,3,2,3,1,2,1,2,1,3,4,1,4,1,3,0.12506509756180043,3.2150743284360606
37132.0,8129.9,63271.0,90529.0,3,3,3,3,2,2,1,1,2,2,1,2,1,3,4,1,4,1,3,1.4308134848508796,0.21894592265431434
5534.9,1021.7,68243.0,16425.0,1,4,4,7,3,2,1,1,2,2,1,2,1,3,4,1,4,1,3,0.24068402620048943,0.1845923142242859
4365.6,161000.0,32540.0,286.4,4,10,8,9,2,3,1,1,2,2,1,2,1,3,4,1,4,1,3,0.0017788819875776396,0.06560381161810518
4173.8,112000.0,13759.0,150000.0,1,1,1,1,2,4,1,1,2,2,1,2,1,3,4,1,4,1,3,1.3392857142857142,3.296516363984858
1267.4,959.53,1178.8,330.41,6,4,6,4,2,1,2,1,2,2,1,2,1,3,4,1,4,1,3,0.2606990689600757,0.2606990689600757
959.53,23499.0,15709.0,23499.0,1,1,1,1,2,1,2,3,3,2,1,2,1,3,4,1,4,1,3,1.0,16.371556908069575
339.51,959.53,461.84,1706.2,1,1,1,1,3,2,3,3,3,2,1,2,1,3,4,1,4,1,3,1.7781622252561151,1.3603133928308444
6092.4,25449.0,8771.8,23651.0,6,7,3,4,3,3,2,3,1,3,1,2,1,3,4,1,4,1,3,0.9293488938661637,1.4397938415074518
672.17,2786.5,7014.1,1602.8,3,3,3,4,2,4,2,1,2,3,1,2,1,3,4,1,4,1,3,0.22851114184285937,2.3845158218902958
1320.1,2786.5,2119.6,330.41,9,3,9,6,1,2,1,1,2,4,1,2,1,3,4,1,4,1,3,0.118575273640768,0.2502916445723809
59197.0,330.41,4294.4,552.21,3,3,6,3,1,1,2,1,2,4,1,2,1,3,4,1,4,1,3,0.009328344341774077,0.005581532847948377
1881.7,959.53,23499.0,712.28,7,1,1,3,2,1,2,3,2,4,1,2,1,3,4,1,4,1,3,0.030311077067109237,0.3785300526119998
313.41,481.71,545.95,486.88,2,2,2,2,2,3,2,3,2,4,1,2,1,3,4,1,4,1,3,0.8918032786885245,1.5369962668708719
8072.4,11829.0,68243.0,13425.0,4,5,2,8,3,4,1,3,2,1,2,2,1,3,4,1,4,1,3,0.19672347346980643,1.4653634606808386
432.01,463.28,664.13,828.65,7,7,9,9,3,1,2,3,2,1,2,2,1,3,4,1,4,1,3,1.2477225844337705,1.0723825837364875
8092.0,4531.5,68243.0,29266.0,5,8,5,8,2,3,1,1,1,2,2,2,1,3,4,1,4,1,3,0.42884984540538956,0.559997528423134
2558.2,8092.0,4781.7,592.96,1,1,2,2,3,1,2,1,1,2,2,2,1,3,4,1,4,1,3,0.07327731092436975,0.23178797592056918
1039.1,17850.0,5110.9,13317.0,10,4,7,9,3,3,2,1,1,2,2,2,1,3,4,1,4,1,3,0.7460504201680672,4.918583389471658
1349.1,26359.0,3434.8,69798.0,8,12,10,6,1,1,1,1,2,1,1,3,1,3,4,1,4,1,3,2.647976023369627,2.545993625379883
1073.0,1045.6,2786.5,22607.0,5,3,1,2,1,2,1,1,2,1,1,3,1,3,4,1,4,1,3,8.113045038578862,0.9744641192917054
113.78,959.53,484.35,5744.6,1,1,1,5,2,2,1,1,2,1,1,3,1,3,4,1,4,1,3,5.986889414609236,4.256899279310951
2580.7,2691.6,350.45,6831.0,6,5,8,8,2,3,1,1,2,1,1,3,1,3,4,1,4,1,3,2.5378956754346857,0.13579648932460187
463.86,8092.0,1394.5,1576.0,3,2,8,9,3,1,2,1,2,1,1,3,1,3,4,1,4,1,3,0.19476025704399408,3.0062950028025694
1357.5,2786.5,634.75,68243.0,6,6,6,6,1,1,1,1,1,3,1,3,1,3,4,1,4,1,3,24.49057958011843,0.4675874769797422
2786.5,2786.5,1648.4,3045.1,10,13,7,13,1,2,1,1,1,3,1,3,1,3,4,1,4,1,3,1.0928045935761708,0.5915664812488786
2316.3,7673.7,12337.0,5974.3,10,8,3,7,3,2,1,1,1,3,1,3,1,3,4,1,4,1,3,0.48425873388992463,2.5792427578465653
2632.6,959.53,24293.0,24745.0,4,4,7,6,2,3,1,1,1,3,1,3,1,3,4,1,4,1,3,1.018606182851027,0.36447998176707436
