"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation,and_score,or_score
368.68,375.31,4103.1,617.43,30,30,32,41,3,3,2,1,5,1,1,4,1,1,3,2,2,1,2,0.15047890619287854,1.0179830747531735
337.31,330.41,1316.5,1538.9,1,1,1,1,3,3,3,1,5,1,1,4,1,1,3,2,2,1,2,1.1689327763007977,0.9795440396074828
616.02,19043.0,190000.0,107000.0,3,6,6,9,3,1,1,1,5,3,1,4,1,1,3,2,2,1,2,0.5631578947368421,30.91295737151391
1926.8,47080.0,8450.4,73908.0,3,5,3,5,1,2,1,1,5,3,1,4,1,1,3,2,2,1,2,1.569838572642311,4.385717251401287
1070.4,129000.0,64054.0,190000.0,20,25,27,20,2,2,1,1,5,3,1,4,1,1,3,2,2,1,2,1.4728682170542635,59.841180866965615
456.9,5377.2,9316.7,3214.5,1,1,2,2,3,3,1,1,5,3,1,4,1,1,3,2,2,1,2,0.3450255991928472,7.035456336178595
998.28,138000.0,5263.5,4828.3,8,5,4,4,2,4,1,1,5,3,1,4,1,1,3,2,2,1,2,0.03498768115942029,4.8366189846536045
438.77,8092.0,17381.0,1701.5,1,2,3,2,3,1,2,1,5,3,1,4,1,1,3,2,2,1,2,0.09789425234451413,3.877885908334663
1027.3,341.13,635.78,1509.0,33,31,34,34,1,2,2,1,5,3,1,4,1,1,3,2,2,1,2,1.4688990557772803,0.33206463545215614
959.53,959.53,68243.0,2786.5,1,1,1,1,1,3,2,1,5,3,1,4,1,1,3,2,2,1,2,0.04083202672801606,1.0
349.3,965.94,626.69,22865.0,20,15,8,12,2,3,2,1,5,3,1,4,1,1,3,2,2,1,2,23.67124252023935,1.7941311193816205
389.82,5664.5,5764.5,4808.5,33,35,40,36,3,3,2,1,5,3,1,4,1,1,3,2,2,1,2,0.8341573423540637,12.335180339643939
213.14,21680.0,330.41,756.15,1,2,4,1,3,4,2,1,5,3,1,4,1,1,3,2,2,1,2,0.034877767527675275,1.5502017453317072
338.69,840.75,455.76,6961.6,1,1,1,1,3,3,3,1,5,3,1,4,1,1,3,2,2,1,2,8.280225988700565,1.3456553190232956
351.7,2957.6,5389.3,2625.2,1,1,1,1,3,3,4,1,5,3,1,4,1,1,3,2,2,1,2,0.4871133542389549,7.4643161785612735
959.53,462.39,1124.0,868.6,1,1,1,1,1,2,2,1,5,3,2,4,1,1,3,2,2,1,2,0.7727758007117438,0.4818921763780184
2811.5,959.53,23499.0,3263.7,6,2,2,5,2,2,1,1,5,4,2,4,1,1,3,2,2,1,2,0.13888676113877185,0.3412875689133914
198000.0,476.16,115000.0,198000.0,1,6,2,1,1,2,2,1,5,4,2,4,1,1,3,2,2,1,2,1.0,0.002404848484848485
582.82,455.23,905.17,493.37,2,1,6,2,2,3,2,1,5,4,2,4,1,1,3,2,2,1,2,0.5450578344399395,0.7810816375553343
957.19,1322.6,1150.2,2352.8,8,5,9,10,1,1,4,1,1,1,1,1,1,2,3,2,2,1,2,1.7789203084832907,1.2016423071699454
1695.7,1150.3,3017.9,4944.3,6,7,6,6,3,3,4,1,1,1,1,1,1,2,3,2,2,1,2,1.6383246628450248,0.6783629179689803
959.53,959.53,1604.2,959.53,1,1,1,1,1,1,4,2,1,1,1,1,1,2,3,2,2,1,2,0.5981361426256078,1.0
6914.8,20364.0,154000.0,197000.0,9,11,7,14,2,3,1,1,6,1,1,1,1,2,3,2,2,1,2,1.2792207792207793,2.944987562908544
387.53,627.69,491.59,931.77,11,8,15,12,3,1,2,1,6,1,1,1,1,2,3,2,2,1,2,1.484442957510873,1.268521146749929
959.53,361.95,15005.0,9835.0,1,6,3,4,3,4,2,1,6,1,1,1,1,2,3,2,2,1,2,0.6554481839386871,0.3772159286317259
23499.0,32189.0,5018.7,22817.0,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,4,1,2,2,0.7088446363664606,0.21357079024639344
3776.2,23634.0,120000.0,161000.0,2,2,2,2,2,4,1,1,3,1,2,1,1,2,3,2,2,1,2,1.3416666666666666,6.258672739791325
454.71,958.39,477.08,8089.7,5,2,4,3,1,1,2,1,3,1,2,1,1,2,3,2,2,1,2,8.440926971274742,1.0491961909788656
782.76,748.86,14076.0,10264.0,1,1,1,1,3,1,2,1,3,1,2,1,1,2,3,2,2,1,2,0.729184427394146,0.9566917062701211
3954.2,1328.1,624.7,6870.4,5,5,3,7,1,2,2,1,3,1,2,1,1,2,3,2,2,1,2,1.7374943098477569,0.15798391583632596
2763.0,3721.9,8184.9,9321.9,7,7,7,7,1,2,1,1,1,3,2,1,1,2,3,2,2,1,2,1.1389143422644137,1.347050307636627
5819.0,9077.2,21308.0,23499.0,1,1,1,1,1,4,1,1,1,3,2,1,1,2,3,2,2,1,2,1.102825229960578,1.5599243856332705
402.53,451.79,433.26,516.67,4,4,5,5,2,4,1,1,1,3,2,1,1,2,3,2,2,1,2,1.1436065428628344,1.0763421359898642
2052.9,959.53,2786.5,2786.5,3,2,1,2,1,1,2,1,1,3,2,1,1,2,3,2,2,1,2,1.0,0.46740221150567485
937.39,2796.8,9443.4,2227.8,4,5,3,6,3,1,2,1,1,3,2,1,1,2,3,2,2,1,2,0.23591079484084124,2.3765988542655676
770.09,2798.1,3555.1,8028.9,1,1,1,1,3,2,2,1,1,3,2,1,1,2,3,2,2,1,2,2.2584174847402325,3.633471412432313
975.16,3155.8,11637.0,10351.0,1,1,1,1,3,3,2,1,1,3,2,1,1,2,3,2,2,1,2,0.8894904184927387,3.2361868821526727
959.53,959.53,132000.0,23499.0,2,2,2,1,1,1,1,1,2,2,1,2,1,2,3,2,2,1,2,0.17802272727272728,1.0
3280.1,55944.0,68243.0,48343.0,1,1,1,1,1,2,1,1,2,2,1,2,1,2,3,2,2,1,2,0.7083950002198027,14.738270174689797
70791.0,157000.0,97810.0,142000.0,1,1,1,1,2,3,1,1,2,2,1,2,1,2,3,2,2,1,2,0.9044585987261147,1.381672811515588
1037.5,2771.9,9274.7,6170.1,4,4,3,4,3,1,2,1,2,2,1,2,1,2,3,2,2,1,2,0.665261410072563,2.671710843373494
561.86,12560.0,6187.3,9403.3,4,4,4,4,3,3,2,1,2,2,1,2,1,2,3,2,2,1,2,0.748670382165605,11.012173851137295
3981.6,46662.0,6711.5,82859.0,5,13,9,9,1,1,1,1,3,2,1,2,1,2,3,2,2,1,2,1.7757275727572757,1.685628892907374
3540.9,31598.0,20135.0,52533.0,7,8,10,8,1,2,1,1,3,2,1,2,1,2,3,2,2,1,2,1.6625419330337363,5.686407410545342
711.16,959.53,64075.0,135000.0,4,3,4,4,2,3,1,1,3,2,1,2,1,2,3,2,2,1,2,2.1069059695669137,1.3492463018167502
5431.2,172000.0,34240.0,79739.0,33,27,38,31,2,4,1,1,3,2,1,2,1,2,3,2,2,1,2,0.46359883720930234,6.304315804978642
680.65,3986.2,1498.4,942.52,11,10,14,18,1,1,2,1,3,2,1,2,1,2,3,2,2,1,2,0.23644573779539413,1.3847351796077279
890.73,4130.9,22524.0,12657.0,29,34,30,39,3,1,2,1,3,2,1,2,1,2,3,2,2,1,2,0.5619339371337241,4.637656753449417
1324.1,3743.7,2682.2,6623.1,33,29,38,38,1,2,2,1,3,2,1,2,1,2,3,2,2,1,2,1.7691321419985577,2.0256778188958537
3384.5,61307.0,4118.4,195000.0,3,2,10,2,3,2,2,1,3,2,1,2,1,2,3,2,2,1,2,3.180713458495767,1.2168414832323828
870.98,11223.0,21219.0,20079.0,17,19,15,17,3,3,2,1,3,2,1,2,1,2,3,2,2,1,2,0.9462745652481267,12.885485315391858
2324.5,9637.7,3837.5,7263.4,5,6,6,6,2,3,1,1,6,4,1,2,1,2,3,2,2,1,2,0.7536445417475123,1.6508926650892666
6044.5,5793.9,77800.0,51389.0,3,3,4,3,2,4,1,1,2,1,1,3,1,2,3,2,2,1,2,0.6605269922879178,0.9585408222350897
822.51,937.17,1806.9,2393.8,3,3,2,2,1,1,2,1,2,1,1,3,1,2,3,2,2,1,2,1.3248104488350214,1.139402560455192
949.59,877.31,9024.5,13467.0,6,9,14,9,3,1,2,1,2,1,1,3,1,2,3,2,2,1,2,1.4922710399468115,0.9238829389526005
546.12,533.04,2616.7,3450.4,3,3,3,3,3,2,2,1,2,1,1,3,1,2,3,2,2,1,2,1.3186074062750794,0.9760492199516589
783.96,351.86,766.07,499.39,10,13,17,12,3,3,2,1,2,1,1,3,1,2,3,2,2,1,2,0.6370095413031277,0.44882391958773404
441.03,357.35,690.62,495.86,1,1,1,1,3,4,2,1,2,1,1,3,1,2,3,2,2,1,2,0.7179925284526947,0.8102623404303563
786.54,1122.1,2590.2,1100.1,4,4,6,4,1,1,4,1,1,2,1,3,1,2,3,2,2,1,2,0.42471623812832987,1.3986574109390495
959.53,959.53,1862.6,2786.5,2,2,2,2,1,2,4,1,1,2,1,3,1,2,3,2,2,1,2,1.4960270589498552,1.0
14262.0,18711.0,324.01,20450.0,5,5,5,5,1,1,4,1,3,2,1,3,1,2,3,2,2,1,2,1.0929399818288708,0.022718412564857664
959.53,524.76,8092.0,8092.0,1,1,1,1,3,1,4,1,3,2,1,3,1,2,3,2,2,1,2,1.0,0.5468927495753129
959.53,959.53,37273.0,21654.0,3,3,6,3,3,3,4,1,3,2,1,3,1,2,3,2,2,1,2,0.5809567247068924,1.0
113.78,369.04,8092.0,7798.9,1,1,1,1,2,4,4,1,3,2,1,3,1,2,3,2,2,1,2,0.9637790410281759,3.2434522763227283
815.34,3110.3,1965.9,6542.6,1,1,1,1,1,1,4,1,2,4,1,3,1,2,3,2,2,1,2,2.1035269909655017,2.4111413643388033
470.24,31853.0,2867.2,16075.0,5,5,5,5,3,2,4,1,2,4,1,3,1,2,3,2,2,1,2,0.5046620412520014,6.097312010888056
1958.1,1195.1,50278.0,68243.0,2,2,3,1,2,3,1,1,6,4,1,3,1,2,3,2,2,1,2,1.3573133378416007,0.6103365507379602
1919.9,7361.5,23499.0,23774.0,1,1,1,1,1,1,1,1,3,1,2,3,1,2,3,2,2,1,2,1.0117026256436443,3.8343142872024583
2298.6,68159.0,5808.1,79271.0,3,4,4,4,2,4,1,1,3,1,2,3,1,2,3,2,2,1,2,1.1630305608943794,2.5267989210823982
644.37,957.19,8121.1,3473.4,4,4,2,4,1,1,2,1,3,1,2,3,1,2,3,2,2,1,2,0.4277006809422369,1.4854664245697349
792.71,564.57,12388.0,12984.0,4,2,4,4,3,1,2,1,3,1,2,3,1,2,3,2,2,1,2,1.0481110752340974,0.71220244477804
825.58,959.53,2786.5,2623.3,2,2,3,2,1,2,2,1,3,1,2,3,1,2,3,2,2,1,2,0.941431903821999,1.1622495699992732
418.67,739.55,588.03,633.67,11,11,11,11,3,3,2,1,3,1,2,3,1,2,3,2,2,1,2,0.8568318572104658,1.4045190723003798
13189.0,184000.0,117000.0,153000.0,8,8,9,7,2,4,1,1,2,2,1,4,1,2,3,2,2,1,2,0.8315217391304348,8.871028887709455
887.05,2786.5,2032.9,5025.0,1,1,2,1,1,1,2,1,2,2,1,4,1,2,3,2,2,1,2,1.803337520186614,2.291753565187983
954.09,7279.0,19365.0,4268.9,3,2,4,2,3,1,2,1,2,2,1,4,1,2,3,2,2,1,2,0.22044410018073843,4.474315840224716
495.44,1222.0,1621.5,1312.3,7,7,3,7,1,2,2,1,2,2,1,4,1,2,3,2,2,1,2,0.8093123650940487,2.4664944291942517
776.88,8863.7,6235.0,3317.4,2,2,2,2,2,4,4,1,2,2,1,4,1,2,3,2,2,1,2,0.3742680821778715,4.270157553290083
2189.1,8092.0,5457.7,5022.8,4,1,2,2,1,2,2,1,3,4,2,4,1,2,3,2,2,1,2,0.6207118141374197,2.2944589100543604
3993.8,6974.4,108000.0,363.54,3,3,6,1,3,3,2,1,3,4,2,4,1,2,3,2,2,1,2,0.0033661111111111114,0.09102609044018228
1334.5,1153.4,959.53,1532.6,1,1,1,1,1,2,1,1,3,2,1,1,1,3,4,1,1,3,2,1.1484451105282876,0.719018358935931
1334.5,1153.4,959.53,1532.6,4,4,4,4,1,2,2,1,3,2,1,1,1,3,4,1,1,3,2,1.1484451105282876,0.719018358935931
922.93,1344.5,820.38,1535.4,10,8,10,10,1,1,4,1,1,1,1,1,1,1,4,2,2,1,2,1.1419858683525475,0.8888864810982415
113.78,959.53,1272.3,20907.0,6,1,7,7,3,1,4,1,1,1,1,1,1,1,4,2,2,1,2,16.43244517802405,8.433204429600984
245.92,4033.6,346.81,428.25,3,9,2,3,3,2,4,1,1,1,1,1,1,1,4,2,2,1,2,0.10617066640222134,1.4102553675992193
545.23,403.13,466.34,762.81,8,2,4,4,3,3,4,1,1,1,1,1,1,1,4,2,2,1,2,1.3990609467564146,0.7393760431377584
461.55,1760.9,14601.0,1528.9,8,6,7,10,2,4,4,1,1,1,1,1,1,1,4,2,2,1,2,0.10471200602698445,3.3125338533203337
249.05,770.09,342.13,933.81,1,1,1,1,1,1,4,1,2,2,1,2,1,1,4,2,2,1,2,1.212598527444844,1.3737402128086729
827.79,959.53,755.46,846.83,1,1,1,1,2,1,4,1,2,2,1,2,1,1,4,2,2,1,2,0.8825466634706576,0.9126227666437141
709.39,3545.3,4721.4,4403.0,3,3,3,3,2,4,4,1,2,2,1,2,1,1,4,2,2,1,2,0.9325623755665693,4.997674057993487
862.24,1014.1,958.35,1050.9,7,8,5,8,1,1,4,1,1,2,1,3,1,1,4,2,2,1,2,1.0362883344837788,1.1114654852477268
763.48,1029.6,4066.7,8092.0,18,18,18,18,3,2,4,1,1,2,1,3,1,1,4,2,2,1,2,1.989819755575774,1.3485618483784774
799.63,31703.0,3308.6,10799.0,5,5,12,5,3,3,4,1,1,2,1,3,1,1,4,2,2,1,2,0.34063022426899664,4.137663669447119
959.53,2786.5,2246.6,32129.0,3,4,2,3,1,1,4,1,2,4,1,3,1,1,4,2,2,1,2,11.530235061905616,2.341354621533459
410.33,626.82,510.69,667.62,1,1,1,1,2,4,4,1,2,4,1,3,1,1,4,2,2,1,2,1.0650904565904087,1.2445836278117612
344.0,959.53,198000.0,13886.0,1,1,1,2,1,1,4,1,2,2,1,4,1,1,4,2,2,1,2,0.07013131313131313,2.789331395348837
314.85,445.03,379.07,431.08,1,1,1,1,3,4,1,1,2,1,1,6,1,1,4,2,2,1,2,0.9686537986203178,1.2039701445132602
545.55,419.21,353.22,884.07,3,1,5,1,2,1,2,1,2,1,1,6,1,1,4,2,2,1,2,1.6205114105031622,0.6474566950783613
631.15,202.1,2519.1,959.53,1,3,4,1,3,1,2,1,2,1,1,6,1,1,4,2,2,1,2,0.3809019094120916,0.3202091420423037
330.41,559.25,2902.5,1953.7,1,4,4,4,2,2,2,1,2,1,1,6,1,1,4,2,2,1,2,0.6731093884582257,1.692594049816894
653.08,465.88,3683.1,2796.5,1,1,3,2,3,2,2,1,2,1,1,6,1,1,4,2,2,1,2,0.759278868344601,0.7133582409505727
789.24,8294.1,19317.0,526.07,21,10,11,10,2,1,2,1,1,3,1,6,1,1,4,2,2,1,2,0.02723352487446291,0.6665526329126755
338.34,729.78,601.34,859.17,20,28,19,19,3,1,2,1,1,3,1,6,1,1,4,2,2,1,2,1.1773000082216558,1.7773245847372467
1517.9,959.53,2303.2,5306.9,5,5,5,5,1,2,2,1,1,3,1,6,1,1,4,2,2,1,2,2.3041420632163945,0.6321430924303313
402.77,3580.7,448.91,14096.0,2,8,2,8,3,2,2,1,1,3,1,6,1,1,4,2,2,1,2,3.936660429524953,1.1145566948879013
1591.5,741.38,1107.9,4399.9,4,2,3,4,3,1,2,1,2,4,1,6,1,1,4,2,2,1,2,2.7646245680175934,0.46583726044612
282.78,477.28,470.68,354.08,3,2,2,2,2,2,2,1,2,4,1,6,1,1,4,2,2,1,2,0.7418706000670466,1.2521394723813566
427.15,510.89,477.55,579.48,3,3,3,3,2,4,2,1,3,2,2,2,1,3,4,2,2,1,2,1.1342559063594904,1.1179913379374928
966.93,1428.9,768.57,858.09,1,1,1,1,2,4,2,1,3,3,2,2,1,3,4,2,2,1,2,0.6005248792777661,0.7948558840867489
377.49,463.75,330.41,672.05,1,1,1,1,2,3,2,1,5,1,1,4,1,3,4,2,2,1,2,1.449164420485175,0.8752814644096533
966.93,834.04,562.91,858.09,4,7,7,4,2,4,2,1,3,3,2,4,1,3,4,2,2,1,2,0.8874375601129348,0.5821621006691281
443.8,593.09,535.27,616.93,1,1,1,1,2,3,2,1,3,4,1,2,1,5,4,2,2,1,2,1.0401962602640407,1.2061063542136097
2786.5,6371.0,43925.0,21634.0,3,6,2,5,1,2,2,1,3,2,2,2,1,5,4,2,2,1,2,0.49252134319863405,2.2863807643997847
603.95,959.53,68243.0,1149.3,2,1,1,2,2,3,2,1,3,2,2,2,1,5,4,2,2,1,2,0.016841287751124655,1.588757347462538
2439.9,3132.4,3464.4,444.09,2,2,2,1,3,1,1,1,1,3,2,2,1,5,4,2,2,1,2,0.12818669899549703,0.18201155785073156
8092.0,68243.0,8541.4,17353.0,1,1,1,1,3,2,2,1,2,2,2,3,1,5,4,2,2,1,2,0.25428249051184737,1.0555363321799307
1161.1,1597.9,2841.3,16209.0,1,1,1,1,3,2,2,1,3,3,1,4,1,1,5,2,2,1,2,5.704783021856192,1.3761949875118424
1411.3,3369.3,18586.0,118000.0,11,13,14,12,2,2,1,1,3,2,1,3,1,2,5,2,2,1,2,6.348864736898741,2.3873733437256432
1898.4,2529.2,13001.0,91613.0,13,19,22,17,3,2,1,1,3,2,1,3,1,2,5,2,2,1,2,7.046611799092378,1.3322798145806993
8530.8,4836.3,124000.0,196000.0,2,2,3,2,2,3,1,1,3,2,1,3,1,2,5,2,2,1,2,1.5806451612903225,0.5669222112814742
2035.4,1885.8,16768.0,43726.0,4,3,4,3,2,4,1,1,3,2,1,3,1,2,5,2,2,1,2,2.607705152671756,0.9265009334774491
2912.7,3075.8,62933.0,177000.0,3,3,3,3,3,4,1,1,3,2,1,3,1,2,5,2,2,1,2,2.812514896795004,1.055996154770488
20254.0,1516.2,120000.0,7758.8,3,3,6,2,3,2,2,1,3,2,1,3,1,2,5,2,2,1,2,0.06465666666666667,0.074859287054409
7322.8,6430.8,59890.0,102000.0,12,14,21,17,3,2,1,1,3,3,1,3,1,2,5,2,2,1,2,1.7031223910502589,0.8781886710001638
7735.1,1713.7,61745.0,9682.9,1,2,1,2,3,4,1,1,3,3,1,3,1,2,5,2,2,1,2,0.15682079520608955,0.22154852555235227
387.79,910.76,2772.2,2749.6,9,5,9,9,3,2,2,1,3,3,1,3,1,2,5,2,2,1,2,0.9918476300411226,2.348590732097269
1800.3,4020.9,40988.0,80687.0,8,7,8,10,3,2,1,1,3,3,2,3,1,2,5,2,2,1,2,1.968551771250122,2.2334610898183636
1400.6,3243.4,53192.0,76669.0,2,2,2,2,3,4,1,1,3,3,2,3,1,2,5,2,2,1,2,1.441363362911716,2.315721833499929
1935.2,22450.0,6111.9,12907.0,4,5,2,3,2,2,1,1,3,3,1,4,1,2,5,2,2,1,2,0.5749220489977729,3.158278214138073
3645.2,12787.0,26573.0,3714.3,6,3,5,5,3,2,1,1,3,3,1,4,1,2,5,2,2,1,2,0.1397772174763858,1.0189564358608583
68243.0,23499.0,68243.0,198000.0,1,1,1,1,3,4,1,1,3,3,1,4,1,2,5,2,2,1,2,2.901396480225078,0.3443430095394399
2065.6,4136.6,6753.7,11962.0,1,1,1,1,1,2,1,1,5,1,2,1,1,3,5,2,2,1,2,1.7711772806017443,2.0026142525174286
7323.7,21142.0,69418.0,182000.0,1,1,1,1,3,3,1,1,2,3,1,3,1,2,1,3,2,1,2,2.6217983808234178,2.886792195201879
2826.9,44626.0,68016.0,68456.0,1,1,1,1,3,4,2,1,1,2,2,4,1,6,2,2,1,3,2,1.0064690661020936,15.786196894124306
23499.0,23499.0,52188.0,23499.0,2,2,2,2,1,1,2,1,3,1,1,1,1,2,1,1,2,2,2,0.45027592550011497,1.0
408.26,514.84,13628.0,13799.0,2,1,2,2,3,1,2,1,3,1,1,1,1,2,1,1,2,2,2,1.0125476959201645,1.2610591289864304
330.41,959.53,2786.5,1876.6,8,8,8,8,3,2,2,1,3,1,1,1,1,2,1,1,2,2,2,0.6734613314193433,2.904058593868224
68243.0,47531.0,68243.0,68243.0,1,1,1,1,2,4,1,1,3,2,1,1,1,2,1,1,2,2,2,1.0,0.6964963439473646
332.89,1586.6,826.45,990.63,1,1,1,1,1,2,2,3,1,2,1,2,1,2,1,1,2,2,2,0.6243728728097819,2.482651927062994
432.85,626.72,330.41,787.68,1,1,1,1,2,4,2,3,3,2,1,3,1,2,1,1,2,2,2,1.256829206025019,0.7633360286473374
482.33,2058.1,535.1,2247.1,1,1,1,1,1,1,1,1,3,2,1,4,1,2,1,1,2,2,2,1.0918322724843301,1.1094064229884104
518.84,2068.5,535.1,2247.1,3,3,2,2,1,1,2,1,3,2,1,4,1,2,1,1,2,2,2,1.0863427604544356,1.0313391411610515
8339.5,55667.0,111000.0,177000.0,1,1,1,1,3,3,2,1,3,2,1,4,1,2,1,1,2,2,2,1.5945945945945945,6.6751004256849935
330.41,1627.8,10314.0,968.3,1,1,1,1,3,2,2,1,1,1,1,1,1,3,3,3,2,1,2,0.09388210199728524,2.930601374050422
1371.7,3928.2,2200.9,5927.5,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,3,2,1,2,1.5089608472073723,1.6045053583145004
3746.2,2071.1,1694.7,865.45,5,5,5,5,2,4,1,1,3,1,1,1,1,3,1,1,2,2,2,0.2310207677112808,0.2310207677112808
2269.2,141000.0,1576.8,86994.0,1,1,1,1,3,4,1,1,1,2,1,1,1,3,3,3,2,1,2,0.6169787234042553,0.6948704389212057
1066.7,3176.6,959.53,9133.4,1,1,1,1,3,2,2,1,1,2,1,1,1,3,3,3,2,1,2,2.8752124913429453,0.8995312646479797
214.26,2670.9,282.74,113.78,2,2,2,2,3,1,2,1,3,2,1,2,1,3,1,1,2,2,2,0.042599872702085435,0.531037057780267
1728.3,4575.7,1149.6,14257.0,7,4,4,4,3,1,2,1,1,4,1,2,1,3,1,1,2,2,2,3.1158074174443255,0.6651622982121159
3064.4,19326.0,3634.8,350.16,3,3,3,3,3,3,2,1,1,4,1,2,1,3,1,1,2,2,2,0.018118596709096556,0.11426706696253754
331.75,512.08,802.17,1119.8,4,4,4,4,3,1,2,1,3,1,2,2,1,3,1,1,2,2,2,1.3959634491441963,1.543571966842502
1010.1,1378.4,1423.4,2832.0,4,4,4,4,1,1,1,1,3,2,1,4,1,3,1,1,2,2,2,1.9896023605451734,1.3646173646173647
618.65,1347.9,586.02,805.02,8,8,8,9,1,1,2,1,3,2,1,4,1,3,1,1,2,2,2,0.597240151346539,0.947256122201568
279.24,2519.7,341.69,258.51,4,11,4,8,3,1,2,1,3,2,1,4,1,3,1,1,2,2,2,0.10259554708893916,0.9257627847013321
635.32,959.53,631.85,2786.5,1,1,1,1,1,2,2,1,3,2,1,4,1,3,1,1,2,2,2,2.90402592936125,0.9945381854813322
543.0,12333.0,649.25,149000.0,1,1,1,5,3,3,2,1,3,2,1,4,1,3,1,1,2,2,2,12.081407605610963,1.195672191528545
4527.1,521.45,333.71,685.61,9,13,13,13,2,1,1,1,1,1,1,1,1,3,4,3,2,1,2,0.1514457378895982,0.07371385655276004
1431.0,3194.7,33275.0,56590.0,5,10,8,8,3,2,1,1,1,1,1,1,1,3,4,3,2,1,2,1.7006761833208115,2.232494758909853
1243.1,5124.4,19830.0,634.97,1,1,1,3,3,3,1,1,1,1,1,1,1,3,4,3,2,1,2,0.032020675743822495,0.5107955916659963
1754.7,6249.4,18339.0,1061.6,5,5,5,4,3,4,1,1,1,1,1,1,1,3,4,3,2,1,2,0.05788756202628278,0.6050037043369236
335.7,1533.5,1742.3,1605.6,7,10,8,6,3,2,2,1,1,1,1,1,1,3,4,3,2,1,2,0.9215404924525052,4.5680667262436705
342.88,801.94,7108.1,7738.9,3,3,3,4,2,3,2,1,1,1,1,1,1,3,4,3,2,1,2,1.0887438274644419,2.3388357442837147
957.24,523.68,10852.0,3855.2,7,6,10,8,3,3,2,1,1,1,1,1,1,3,4,3,2,1,2,0.35525248802064135,0.5470728343988968
642.36,1014.3,7981.0,6509.6,5,5,6,6,2,4,2,1,1,1,1,1,1,3,4,3,2,1,2,0.8156371382032327,1.5790211096581355
378.81,457.39,706.08,649.93,3,2,2,2,2,1,1,1,2,1,1,1,1,3,4,3,2,1,2,0.9204764332653522,1.2074390855574033
706.93,1867.6,2166.4,6043.9,3,3,3,4,3,2,2,1,2,1,1,1,1,3,4,3,2,1,2,2.7898356720827175,2.641845727299733
3463.1,3153.7,17389.0,19352.0,8,8,9,8,2,3,2,1,2,1,1,1,1,3,4,3,2,1,2,1.1128874575881305,0.9106580809101672
380.27,470.01,451.7,1006.3,3,3,1,2,2,1,1,1,3,1,1,1,1,3,4,3,2,1,2,2.1410182762068892,1.187840218791911
1130.2,220.04,587.26,333.39,5,4,5,9,3,4,1,1,3,1,1,1,1,3,4,3,2,1,2,0.2949831888161387,0.19469120509644308
735.66,362.4,366.36,363.58,5,5,5,5,1,1,2,1,3,1,1,1,1,3,4,3,2,1,2,0.4942228746975505,0.4926188728488704
7912.5,27241.0,13360.0,54647.0,2,2,2,2,1,1,1,1,1,2,1,1,1,3,4,3,2,1,2,2.006057046363937,1.6884676145339652
17279.0,8577.4,37282.0,106000.0,2,10,4,7,2,1,1,1,1,2,1,1,1,3,4,3,2,1,2,2.8431951075586075,0.4964060420163204
5860.4,28700.0,9632.8,68243.0,4,4,4,4,1,2,1,1,1,2,1,1,1,3,4,3,2,1,2,2.3778048780487806,1.6437103269401405
593.68,556.93,809.44,1655.6,6,6,6,4,3,2,1,1,1,2,1,1,1,3,4,3,2,1,2,2.045364696580352,0.938097965233796
378.04,705.83,418.87,333.12,2,2,2,2,3,3,1,1,1,2,1,1,1,3,4,3,2,1,2,0.4719550033294136,0.8811765950693048
959.53,1040.6,959.53,2786.5,1,1,1,1,1,1,2,1,1,2,1,1,1,3,4,3,2,1,2,2.6777820488179898,1.0
472.15,20392.0,3817.4,9121.2,11,11,12,11,3,2,2,1,1,2,1,1,1,3,4,3,2,1,2,0.4472930561004316,8.085142433548661
304.3,423.81,330.41,2570.5,2,2,2,4,2,3,2,1,1,2,1,1,1,3,4,3,2,1,2,6.065217904249546,1.0858034834045351
389.89,112000.0,11248.0,23499.0,4,1,4,4,3,3,2,1,1,2,1,1,1,3,4,3,2,1,2,0.2098125,28.849162584318655
2770.7,115000.0,11231.0,149000.0,6,6,6,6,2,4,2,1,1,2,1,1,1,3,4,3,2,1,2,1.2956521739130435,4.053488288158228
478.68,22686.0,4115.9,9229.2,1,1,1,1,3,2,3,1,1,2,1,1,1,3,4,3,2,1,2,0.40682359164242266,8.598437369432606
680.16,451.5,570.78,604.95,1,2,1,1,3,2,1,1,1,2,1,2,1,3,4,3,2,1,2,0.889423076923077,0.6638143966125618
198000.0,2786.5,101000.0,171000.0,1,1,1,1,2,1,1,1,2,3,1,3,1,3,4,3,2,1,2,0.8636363636363636,0.014073232323232323
627.95,818.15,468.47,900.21,1,1,1,1,2,4,2,1,2,3,1,3,1,3,4,3,2,1,2,1.100299456089959,0.746030734931125
455.79,479.91,584.89,763.72,1,1,1,2,3,2,1,1,3,1,1,4,1,3,4,3,2,1,2,1.3057497991075246,1.0529191074837096
