"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation 
12800,800.58,54427,909.27,4,1,13,9,3,4,1,1,2,5,2,2,1,1,2,2,2,1,6
441.44,2066.3,4065.7,1460.8,11,7,11,4,2,1,2,1,2,5,2,2,1,1,2,2,2,1,6
0,0,2786.5,0,0,0,1,0,2,3,2,1,2,5,2,2,1,1,2,2,2,1,6
2819.3,2786.5,14676,7628.7,21,3,13,11,3,3,2,1,2,5,2,2,1,1,2,2,2,1,6
0,23499,0,0,0,1,0,0,3,2,2,1,3,5,2,2,1,1,2,2,2,1,6
0,8092,0,0,0,1,0,0,3,3,2,1,3,5,2,2,1,1,2,2,2,1,6
979.66,11047,7593.6,11966,11,3,3,6,1,2,1,2,1,3,1,3,1,1,2,2,2,1,6
2893.5,2366.8,79258,91491,18,13,18,13,2,3,1,2,1,3,1,3,1,1,2,2,2,1,6
9379.5,0,0,9191.9,1,0,0,2,1,4,1,2,1,3,1,3,1,1,2,2,2,1,6
1291.9,1046.1,29123,33340,3,6,6,6,2,4,1,2,1,3,1,3,1,1,2,2,2,1,6
949.25,946.68,21025,11423,17,18,20,17,3,1,2,2,1,3,1,3,1,1,2,2,2,1,6
851.81,938.41,1922.7,3289.7,13,11,13,15,3,2,2,2,1,3,1,3,1,1,2,2,2,1,6
87484,31815,1.04E+05,1.96E+05,4,15,4,4,3,1,1,1,1,5,1,3,1,1,2,2,2,1,6
87484,1.98E+05,1.04E+05,1.96E+05,1,1,1,1,3,3,1,1,1,5,1,3,1,1,2,2,2,1,6
1079.7,23499,15657,30205,4,3,7,7,2,4,1,1,1,5,1,3,1,1,2,2,2,1,6
1276.3,1783.1,29054,20002,21,19,21,17,3,4,1,1,1,5,1,3,1,1,2,2,2,1,6
6526.4,25129,13760,21060,4,5,4,4,2,1,2,1,1,5,1,3,1,1,2,2,2,1,6
293.17,353.92,2824,7742.5,1,1,1,1,2,2,2,1,1,5,1,3,1,1,2,2,2,1,6
330.41,0,0,0,6,0,0,0,3,2,2,1,1,5,1,3,1,1,2,2,2,1,6
1107.9,577.67,10752,19785,19,22,20,14,3,3,2,1,1,5,1,3,1,1,2,2,2,1,6
959.53,662.67,11702,23499,1,1,1,1,3,3,2,2,1,5,1,3,1,1,2,2,2,1,6
0,0,0,330.41,0,0,0,1,1,2,2,1,6,2,2,3,1,1,2,2,2,1,6
2786.5,19498,52336,43439,2,2,2,3,2,3,1,2,1,3,1,4,1,1,2,2,2,1,6
959.53,1800.5,0,33348,1,1,0,1,3,1,2,2,1,3,1,4,1,1,2,2,2,1,6
959.53,0,959.53,1271.9,10,0,10,10,1,1,2,3,1,3,1,4,1,1,2,2,2,1,6
0,0,8092,0,0,0,2,0,3,1,2,2,3,1,2,4,1,1,2,2,2,1,6
959.53,330.41,339.01,959.53,1,1,1,1,3,1,1,2,3,2,2,4,1,1,2,2,2,1,6
23499,36867,1.98E+05,1.68E+05,4,4,4,4,1,2,1,2,3,2,2,4,1,1,2,2,2,1,6
2701.2,18994,26882,1.43E+05,7,6,8,7,2,3,1,2,3,2,2,4,1,1,2,2,2,1,6
4248.4,66564,22636,30711,2,1,1,2,2,4,1,2,3,2,2,4,1,1,2,2,2,1,6
330.11,330.41,334.4,4753.1,2,1,3,2,3,1,2,2,3,2,2,4,1,1,2,2,2,1,6
356.02,23079,5862.7,23499,1,1,1,1,3,2,2,2,3,2,2,4,1,1,2,2,2,1,6
0,23499,488.33,6816.2,0,1,1,1,3,3,2,1,1,5,2,4,1,1,2,2,2,1,6
1045.1,0,66917,0,5,0,13,0,3,1,1,1,2,5,2,4,1,1,2,2,2,1,6
68243,12204,65148,1.98E+05,1,1,1,1,3,3,1,1,2,5,2,4,1,1,2,2,2,1,6
5494.8,0,1.74E+05,959.53,1,0,1,2,2,4,1,1,2,5,2,4,1,1,2,2,2,1,6
68243,10694,49760,1.98E+05,5,6,7,5,3,4,1,1,2,5,2,4,1,1,2,2,2,1,6
959.53,0,7849.2,0,1,0,3,0,3,3,2,1,2,5,2,4,1,1,2,2,2,1,6
2786.5,0,0,0,1,0,0,0,3,3,4,1,2,5,2,4,1,1,2,2,2,1,6
220.9,2886.9,1.13E+05,75736,10,7,10,10,3,1,1,1,3,5,2,4,1,1,2,2,2,1,6
8092,67235,79761,66249,1,8,8,8,2,4,1,1,3,5,2,4,1,1,2,2,2,1,6
2858.5,959.53,521.79,3263.7,6,2,4,5,3,4,1,1,3,5,2,4,1,1,2,2,2,1,6
959.53,0,0,7254.7,2,0,0,1,2,1,2,1,3,5,2,4,1,1,2,2,2,1,6
0,23442,2786.5,0,0,3,1,0,3,2,2,1,3,5,2,4,1,1,2,2,2,1,6
959.53,8092,0,0,1,2,0,0,3,3,2,1,3,5,2,4,1,1,2,2,2,1,6
4974.3,2458.1,16612,3509.1,1,1,1,1,1,3,1,1,3,4,1,5,1,1,2,2,2,1,6
0,8900.9,23499,0,0,1,1,0,2,1,2,1,3,4,1,5,1,1,2,2,2,1,6
2786.5,2786.5,3786.8,2786.5,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,6
0,959.53,23499,0,0,1,5,0,2,1,1,1,3,4,1,1,2,1,2,2,2,1,6
8092,0,0,0,8,0,0,0,1,2,1,1,3,4,1,1,2,1,2,2,2,1,6
8092,0,0,0,1,0,0,0,1,4,1,1,3,4,1,1,2,1,2,2,2,1,6
5168.1,3501.8,69943,959.53,4,4,13,2,3,4,1,1,3,4,1,1,2,1,2,2,2,1,6
0,8092,165.99,0,0,2,2,0,3,2,2,1,3,4,1,1,2,1,2,2,2,1,6
0,330.41,330.41,330.41,0,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,6
2052.9,2786.5,3786.8,2786.5,3,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,6
2786.5,2786.5,3786.8,2786.5,1,1,1,1,2,4,1,1,2,1,1,2,2,1,2,2,2,1,6
2786.5,0,0,0,2,0,0,0,3,4,1,1,2,1,1,2,2,1,2,2,2,1,6
0,0,68243,0,0,0,2,0,3,2,2,1,2,1,1,2,2,1,2,2,2,1,6
985.93,0,4050.8,0,1,0,1,0,3,2,2,1,2,3,1,2,2,1,2,2,2,1,6
2490.1,1056.5,60823,67669,1,6,1,2,2,1,1,1,2,4,1,2,2,1,2,2,2,1,6
959.53,0,8092,2786.5,3,0,4,4,2,2,1,1,2,4,1,2,2,1,2,2,2,1,6
2786.5,6111.3,68243,8092,1,3,3,3,3,4,1,1,2,4,1,2,2,1,2,2,2,1,6
346.53,683.47,330.41,1000.8,2,2,2,2,1,2,2,1,2,4,1,2,2,1,2,2,2,1,6
8092,0,68243,68243,1,0,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,6
1631.8,11926,8092,6449.6,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,6
1402.7,8092,68243,959.53,5,3,1,3,3,4,1,1,2,2,2,2,2,1,2,2,2,1,6
0,23499,0,959.53,0,5,0,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,6
0,0,0,1.98E+05,0,0,0,1,2,4,1,2,3,2,2,2,2,1,2,2,2,1,6
8092,0,67044,68243,1,0,1,1,2,1,1,1,2,3,2,2,2,1,2,2,2,1,6
0,959.53,0,0,0,1,0,0,2,2,1,1,2,3,2,2,2,1,2,2,2,1,6
330.41,0,0,0,2,0,0,0,3,4,1,1,2,3,2,2,2,1,2,2,2,1,6
7299.1,14222,83160,1.25E+05,2,2,2,2,2,1,1,1,3,3,2,2,2,1,2,2,2,1,6
2247.2,846.78,825.95,1641.3,13,8,5,9,1,2,1,1,3,3,2,2,2,1,2,2,2,1,6
3576,68243,0,35665,5,5,0,7,2,2,1,1,3,3,2,2,2,1,2,2,2,1,6
0,8092,2786.5,15424,0,1,1,1,3,2,2,1,3,3,2,2,2,1,2,2,2,1,6
959.53,330.41,632.32,959.53,1,1,1,1,2,4,1,2,1,3,1,3,2,1,2,2,2,1,6
2968.5,3044.1,56719,23984,1,1,1,1,2,1,1,1,2,3,1,3,2,1,2,2,2,1,6
1301.4,7611,7264.3,33709,4,7,5,3,2,2,1,1,2,3,1,3,2,1,2,2,2,1,6
0,23499,23499,0,0,1,1,0,2,4,1,1,2,3,1,3,2,1,2,2,2,1,6
2786.5,2750.8,12374,2839.5,3,3,3,3,3,4,1,1,2,3,1,3,2,1,2,2,2,1,6
2921,330.41,330.41,398.31,1,6,6,7,1,2,1,1,2,1,1,4,2,1,2,2,2,1,6
1683.2,69048,12998,1.56E+05,5,5,5,5,2,2,1,1,2,1,1,4,2,1,2,2,2,1,6
1359.4,67839,44951,17456,1,3,3,3,3,4,1,1,2,1,1,4,2,1,2,2,2,1,6
8092,0,0,0,8,0,0,0,3,2,2,1,2,1,1,4,2,1,2,2,2,1,6
7506.6,0,2786.5,0,4,0,1,0,2,1,1,1,2,3,1,4,2,1,2,2,2,1,6
15657,1.98E+05,0,23499,11,5,0,8,1,2,1,1,2,3,1,4,2,1,2,2,2,1,6
0,0,23499,2791.4,0,0,2,5,2,2,1,1,2,3,1,4,2,1,2,2,2,1,6
2786.5,1.98E+05,0,0,1,1,0,0,1,4,1,1,2,3,1,4,2,1,2,2,2,1,6
959.53,0,23499,330.41,1,0,1,1,2,4,1,1,2,3,1,4,2,1,2,2,2,1,6
3676.8,68243,62170,1.72E+05,13,9,2,12,3,4,1,1,2,3,1,4,2,1,2,2,2,1,6
985.93,330.41,3561,0,5,1,6,0,3,2,2,1,2,3,1,4,2,1,2,2,2,1,6
959.53,0,0,0,1,0,0,0,2,2,1,1,2,4,1,4,2,1,2,2,2,1,6
959.53,8092,0,959.53,1,1,0,1,3,4,1,1,2,2,2,4,2,1,2,2,2,1,6
959.53,0,330.41,2786.5,1,0,1,1,3,4,2,1,5,3,1,1,1,2,2,2,2,1,6
0,0,2786.5,0,0,0,3,0,2,3,2,1,5,1,2,1,1,2,2,2,2,1,6
0,23499,0,0,0,3,0,0,2,4,2,1,5,4,1,2,1,2,2,2,2,1,6
7635,5141.6,2764.1,7859,2,2,2,2,3,1,1,1,5,1,1,3,1,2,2,2,2,1,6
608.31,935.55,17117,21013,4,4,5,4,2,4,2,1,5,1,1,3,1,2,2,2,2,1,6
959.53,0,0,0,5,0,0,0,3,1,1,1,1,2,3,3,1,2,2,2,2,1,6
24469,8092,23499,0,2,2,2,0,2,1,1,1,2,1,1,6,1,2,2,2,2,1,6
7298.7,21874,1.93E+05,1.59E+05,3,18,15,7,3,1,1,1,2,1,1,6,1,2,2,2,2,1,6
2786.5,68243,39964,1.09E+05,2,1,2,2,3,2,1,1,2,1,1,6,1,2,2,2,2,1,6
8040.7,52099,58435,1.42E+05,10,25,19,26,2,3,1,1,2,1,1,6,1,2,2,2,2,1,6
0,128.29,62385,0,0,1,1,0,2,4,1,1,2,1,1,6,1,2,2,2,2,1,6
0,23499,23499,23499,0,1,1,1,2,1,2,1,2,1,1,6,1,2,2,2,2,1,6
9245.8,30390,51887,67979,2,3,2,2,2,1,1,1,2,3,1,6,1,2,2,2,2,1,6
8145.4,8122.9,22339,52027,6,8,4,7,3,1,1,1,2,3,1,6,1,2,2,2,2,1,6
18270,64754,71728,1.92E+05,23,26,29,29,2,3,1,1,2,3,1,6,1,2,2,2,2,1,6
1430.5,6703.3,23499,23292,1,1,1,1,2,1,2,1,2,3,1,6,1,2,2,2,2,1,6
1516.2,0,2131.1,330.41,3,0,2,1,3,4,2,1,2,3,1,6,1,2,2,2,2,1,6
26983,0,1.78E+05,23499,1,0,1,1,2,1,1,1,3,4,1,6,1,2,2,2,2,1,6
416,666.29,2157.1,18823,6,6,15,10,3,1,1,1,3,4,1,6,1,2,2,2,2,1,6
1019.1,969.13,1709.4,1009.9,14,19,16,14,2,3,1,1,3,4,1,6,1,2,2,2,2,1,6
0,1.98E+05,0,0,0,5,0,0,3,3,2,1,3,4,1,6,1,2,2,2,2,1,6
9735.7,1892.9,43784,1.01E+05,2,3,3,3,3,4,2,1,3,4,1,6,1,2,2,2,2,1,6
959.53,0,0,0,3,0,0,0,2,1,1,1,2,2,2,6,1,2,2,2,2,1,6
8092,1.52E+05,1.89E+05,1.85E+05,3,9,12,18,3,1,1,1,2,2,2,6,1,2,2,2,2,1,6
0,23584,0,13886,0,2,0,2,3,2,1,1,2,2,2,6,1,2,2,2,2,1,6
15407,67457,1.37E+05,1.63E+05,17,18,19,19,2,3,1,1,2,2,2,6,1,2,2,2,2,1,6
0,0,68243,0,0,0,1,0,3,4,2,1,2,2,2,6,1,2,2,2,2,1,6
0,0,1.98E+05,1.98E+05,0,0,2,1,2,1,1,1,2,4,2,6,1,2,2,2,2,1,6
23499,0,68243,0,2,0,2,0,3,1,1,1,2,4,2,6,1,2,2,2,2,1,6
0,0,68243,0,0,0,2,0,3,2,1,1,2,4,2,6,1,2,2,2,2,1,6
4655.3,21364,2144.5,48402,14,7,13,12,2,3,1,1,2,4,2,6,1,2,2,2,2,1,6
2786.5,68243,23499,0,1,1,1,0,2,1,2,1,2,4,2,6,1,2,2,2,2,1,6
997.08,986.92,1033,1520.6,2,2,2,2,3,4,2,1,2,4,2,6,1,2,2,2,2,1,6
997.08,986.92,1033,1520.6,1,1,1,1,3,4,3,1,2,4,2,6,1,2,2,2,2,1,6
8092,2786.5,0,8092,1,1,0,1,2,2,3,1,3,2,1,1,1,3,2,2,2,1,6
8559.5,68243,52053,68243,1,1,1,1,3,2,1,1,4,3,1,1,1,3,2,2,2,1,6
340.26,0,959.53,0,1,0,1,0,1,2,2,1,6,1,2,1,1,3,2,2,2,1,6
992.22,1450.3,20530,762.97,12,10,8,13,1,2,2,1,3,4,3,1,1,3,2,2,2,1,6
0,23499,0,0,0,4,0,0,3,2,2,1,3,4,3,1,1,3,2,2,2,1,6
0,0,1.98E+05,0,0,0,1,0,1,3,2,1,3,4,3,1,1,3,2,2,2,1,6
2516.1,8034,7737.1,17411,9,10,9,10,3,3,2,1,3,4,3,1,1,3,2,2,2,1,6
959.53,1160.7,1019,1656.3,4,4,2,2,2,1,3,1,3,1,1,2,1,3,2,2,2,1,6
959.53,0,0,0,1,0,0,0,2,3,3,1,3,1,1,2,1,3,2,2,2,1,6
1480.7,4204.3,8092,23499,1,1,1,1,2,4,3,1,3,1,1,2,1,3,2,2,2,1,6
0,959.53,0,0,0,3,0,0,3,1,2,1,6,1,1,2,1,3,2,2,2,1,6
330.41,0,0,0,1,0,0,0,3,1,3,1,2,2,1,2,1,3,2,2,2,1,6
959.53,0,0,0,1,0,0,0,1,2,3,1,2,2,1,2,1,3,2,2,2,1,6
2783.9,0,1.98E+05,1040.1,2,0,1,2,2,3,3,1,2,2,1,2,1,3,2,2,2,1,6
8092,2786.5,0,8092,1,1,0,1,2,2,3,1,3,2,1,2,1,3,2,2,2,1,6
0,0,2786.5,0,0,0,1,0,2,4,3,1,3,2,1,2,1,3,2,2,2,1,6
0,0,11550,0,0,0,1,0,1,2,2,1,6,1,2,2,1,3,2,2,2,1,6
8047.2,0,39845,0,1,0,1,0,1,1,1,1,4,2,2,2,1,3,2,2,2,1,6
23145,23499,67474,0,2,1,12,0,3,2,1,1,4,2,2,2,1,3,2,2,2,1,6
24166,47672,69369,44976,1,1,3,1,3,4,1,1,4,2,2,2,1,3,2,2,2,1,6
0,8092,3747,0,0,1,1,0,3,2,2,1,4,2,2,2,1,3,2,2,2,1,6
330.41,0,0,0,1,0,0,0,3,1,1,1,3,5,2,2,1,3,2,2,2,1,6
0,0,0,113.78,0,0,0,3,1,2,2,1,2,2,3,2,1,3,2,2,2,1,6
756.62,944.22,1024.4,883.69,29,24,25,29,1,2,2,1,3,2,3,2,1,3,2,2,2,1,6
368.46,7402,9802.2,17016,17,7,6,2,3,3,2,1,3,2,3,2,1,3,2,2,2,1,6
699.25,0,3280.7,959.53,4,0,4,4,3,2,2,1,2,3,3,2,1,3,2,2,2,1,6
8092,0,0,1.98E+05,1,0,0,1,1,2,1,1,3,3,3,2,1,3,2,2,2,1,6
1777.2,3591.2,506.27,1.98E+05,5,9,2,4,1,2,2,1,3,3,3,2,1,3,2,2,2,1,6
298.16,446.88,1896.1,1606.5,3,3,7,3,3,2,2,1,3,3,3,2,1,3,2,2,2,1,6
1498.9,2754.5,10257,19238,7,7,4,4,3,3,2,1,3,3,3,2,1,3,2,2,2,1,6
2791.1,2541.8,9611.2,10560,11,11,11,11,1,1,1,1,4,1,1,3,1,3,2,2,2,1,6
1480.6,2912.5,14117,62354,14,17,20,20,3,2,1,1,4,1,1,3,1,3,2,2,2,1,6
1655.8,1816.7,20067,1.72E+05,3,3,3,4,3,4,1,1,4,1,1,3,1,3,2,2,2,1,6
0,23499,0,0,0,2,0,0,3,2,2,1,4,1,1,3,1,3,2,2,2,1,6
801.13,774.86,8271.5,16983,16,21,21,18,3,3,2,1,4,1,1,3,1,3,2,2,2,1,6
959.53,959.53,802.3,7940.5,2,2,2,5,3,1,3,1,1,3,1,3,1,3,2,2,2,1,6
7717,16688,35295,34114,6,6,7,7,2,2,3,1,1,3,1,3,1,3,2,2,2,1,6
959.53,1165.4,959.53,7226.6,3,3,3,3,3,2,3,1,1,3,1,3,1,3,2,2,2,1,6
8092,5246.3,68243,2688.1,3,3,6,6,2,3,3,1,1,3,1,3,1,3,2,2,2,1,6
875.45,1137.1,1440.5,1207.9,1,1,1,1,3,3,3,1,1,3,1,3,1,3,2,2,2,1,6
1264.8,2233.8,26808,89385,5,2,5,8,2,4,3,1,1,3,1,3,1,3,2,2,2,1,6
1795.4,0,1.94E+05,1.98E+05,2,0,2,2,3,1,3,1,2,1,2,3,1,3,2,2,2,1,6
2910.6,4144.7,0,0,4,4,0,0,1,2,3,1,2,1,2,3,1,3,2,2,2,1,6
2786.5,4278.3,23499,23499,3,3,3,3,1,1,1,1,4,1,2,3,1,3,2,2,2,1,6
0,0,2651.5,68243,0,0,1,1,3,2,1,1,4,1,2,3,1,3,2,2,2,1,6
0,0,2651.5,68243,0,0,1,1,3,4,1,1,4,1,2,3,1,3,2,2,2,1,6
386.49,895.35,6502.8,21134,2,2,2,3,3,3,2,1,4,1,2,3,1,3,2,2,2,1,6
0,2786.5,8092,1.98E+05,0,1,1,1,3,2,3,1,3,2,2,3,1,3,2,2,2,1,6
987.37,2786.5,2786.5,2786.5,8,1,1,1,3,1,3,1,2,4,2,3,1,3,2,2,2,1,6
2896,68243,0,1.98E+05,2,1,0,1,2,2,3,1,2,4,2,3,1,3,2,2,2,1,6
1024.4,2635.1,7584,1.24E+05,1,6,6,6,3,2,3,1,2,4,2,3,1,3,2,2,2,1,6
1702.3,2786.5,2786.5,2786.5,1,1,1,1,3,3,3,1,2,4,2,3,1,3,2,2,2,1,6
0,2786.5,8092,1.98E+05,0,1,1,1,3,4,3,1,2,4,2,3,1,3,2,2,2,1,6
844.01,829.33,506.6,947.51,13,13,13,13,1,2,2,1,1,2,3,3,1,3,2,2,2,1,6
334.94,447.81,2206.2,804.89,9,5,8,9,3,2,2,1,1,2,3,3,1,3,2,2,2,1,6
3411.2,1078.7,10510,20092,19,20,21,21,3,3,2,1,1,2,3,3,1,3,2,2,2,1,6
0,0,8092,6399.3,0,0,1,1,3,3,4,1,1,2,3,3,1,3,2,2,2,1,6
0,0,68243,0,0,0,1,0,2,1,2,1,3,2,4,3,1,3,2,2,2,1,6
959.53,0,0,0,1,0,0,0,1,2,3,1,2,2,1,4,1,3,2,2,2,1,6
2783.9,0,1.98E+05,1040.1,2,0,1,2,2,3,3,1,2,2,1,4,1,3,2,2,2,1,6
1690.2,2786.5,8092,8092,1,1,1,1,1,4,1,3,1,3,1,4,1,3,2,2,2,1,6
777.27,6906.4,8406.7,19443,1,1,1,1,3,3,2,3,1,3,1,4,1,3,2,2,2,1,6
959.53,0,1.98E+05,1.98E+05,1,0,1,1,3,4,2,1,6,1,2,4,1,3,2,2,2,1,6
959.53,0,0,0,3,0,0,0,3,2,2,1,4,4,2,4,1,3,2,2,2,1,6
885.56,818.22,0,23499,1,3,0,1,3,3,2,1,4,4,2,4,1,3,2,2,2,1,6
330.41,0,0,0,2,0,0,0,3,1,1,1,3,5,2,4,1,3,2,2,2,1,6
494.7,894.26,1075.7,518.5,5,3,4,5,1,2,2,1,3,2,3,4,1,3,2,2,2,1,6
330.41,8092,330.41,0,2,1,1,0,3,3,2,1,3,2,3,4,1,3,2,2,2,1,6
8618.1,0,57254,73359,1,0,1,1,2,1,1,1,5,3,2,1,3,3,2,2,2,1,6
988.2,5119.3,844.7,41840,8,13,12,7,1,1,1,1,3,3,1,1,1,4,2,2,2,1,6
4589.5,10348,65996,59112,33,25,41,43,3,2,1,1,3,3,1,1,1,4,2,2,2,1,6
0,959.53,0,0,0,1,0,0,3,3,1,1,3,3,1,1,1,4,2,2,2,1,6
8247.1,45059,52790,1.17E+05,9,4,12,9,3,4,1,1,3,3,1,1,1,4,2,2,2,1,6
1962.8,443,44360,1075.5,15,5,10,3,3,2,2,1,3,3,1,1,1,4,2,2,2,1,6
661.35,929.65,890.73,1128.4,38,46,56,68,3,3,2,1,3,3,1,1,1,4,2,2,2,1,6
426.48,753.89,537.11,484.13,1,1,1,1,3,2,3,1,3,3,1,1,1,4,2,2,2,1,6
959.53,0,0,0,1,0,0,0,3,3,3,1,3,3,1,1,1,4,2,2,2,1,6
0,68243,0,56717,0,1,0,1,3,2,1,2,3,3,1,1,1,4,2,2,2,1,6
2143.5,6523,79226,1.06E+05,11,8,12,13,3,2,1,1,1,4,1,1,1,4,2,2,2,1,6
16078,89776,75449,41982,4,4,5,4,3,4,1,1,1,4,1,1,1,4,2,2,2,1,6
8092,23499,8092,8092,1,1,1,1,3,2,2,1,1,4,1,1,1,4,2,2,2,1,6
0,0,66446,0,0,0,1,0,2,3,2,1,1,4,1,1,1,4,2,2,2,1,6
3042.1,957.19,21779,1580.7,9,4,11,1,3,3,2,1,1,4,1,1,1,4,2,2,2,1,6
0,23499,23834,1580.7,0,1,1,1,3,3,4,1,1,4,1,1,1,4,2,2,2,1,6
7363.6,1.98E+05,61576,1.30E+05,6,2,3,5,3,2,1,1,2,4,1,1,1,4,2,2,2,1,6
0,0,10733,1.98E+05,0,0,1,5,3,4,1,1,2,4,1,1,1,4,2,2,2,1,6
5842.8,51413,16693,7993.5,7,6,5,2,3,3,2,1,2,4,1,1,1,4,2,2,2,1,6
3239.8,10043,27769,47559,18,15,16,11,1,1,1,1,1,2,1,2,1,4,2,2,2,1,6
2994.7,66181,57337,66034,31,32,28,35,3,2,1,1,1,2,1,2,1,4,2,2,2,1,6
32077,8127.8,21111,1.30E+05,4,2,5,5,3,4,1,1,1,2,1,2,1,4,2,2,2,1,6
379.38,8947,8072.4,18728,5,11,10,8,3,2,2,1,1,2,1,2,1,4,2,2,2,1,6
957.39,7685.4,18354,14254,46,45,55,39,3,3,2,1,1,2,1,2,1,4,2,2,2,1,6
0,0,0,23499,0,0,0,1,3,4,2,1,1,2,1,2,1,4,2,2,2,1,6
0,8092,0,0,0,1,0,0,3,2,3,1,1,2,1,2,1,4,2,2,2,1,6
959.53,6729.5,19906,23499,1,1,1,1,3,3,3,1,1,2,1,2,1,4,2,2,2,1,6
959.53,0,2553.4,0,1,0,1,0,3,3,4,1,1,2,1,2,1,4,2,2,2,1,6
0,0,68243,0,0,0,1,0,3,2,1,1,3,3,1,2,1,4,2,2,2,1,6
959.53,0,61956,0,2,0,2,0,3,2,2,1,3,3,1,2,1,4,2,2,2,1,6
1.29E+05,1.98E+05,90585,1.98E+05,1,1,1,1,3,2,1,1,2,4,1,2,1,4,2,2,2,1,6
7454.2,2786.5,5096.2,31905,3,2,3,1,1,1,1,1,1,1,2,2,1,4,2,2,2,1,6
2629.9,26531,31960,53925,9,9,9,9,3,2,1,1,1,1,2,2,1,4,2,2,2,1,6
2508.5,26467,27834,56664,4,4,4,4,3,4,1,1,1,1,2,2,1,4,2,2,2,1,6
959.53,0,2786.5,0,3,0,3,0,3,2,2,1,1,1,2,2,1,4,2,2,2,1,6
1125.1,1164.8,5096.2,20181,7,4,3,1,3,3,2,1,1,1,2,2,1,4,2,2,2,1,6
2737.8,1958.6,26250,24394,16,14,19,16,1,1,1,1,1,3,2,2,1,4,2,2,2,1,6
2434.3,10706,10007,32626,8,8,8,11,3,2,1,1,1,3,2,2,1,4,2,2,2,1,6
0,0,23499,0,0,0,1,0,1,3,1,1,1,3,2,2,1,4,2,2,2,1,6
2872.7,9596.4,53144,40699,8,8,9,8,3,4,1,1,1,3,2,2,1,4,2,2,2,1,6
957.19,370.98,5468.5,5299.7,6,3,11,11,3,2,2,1,1,3,2,2,1,4,2,2,2,1,6
968.17,1034.8,23442,12994,24,24,27,26,3,3,2,1,1,3,2,2,1,4,2,2,2,1,6
0,23499,23499,0,0,1,1,0,3,4,3,1,1,3,2,2,1,4,2,2,2,1,6
12493,2784.6,52449,21481,4,7,7,3,1,1,1,1,1,1,2,3,1,4,2,2,2,1,6
2584.7,1013.9,3976.2,34441,3,2,2,3,3,2,1,1,1,1,2,3,1,4,2,2,2,1,6
959.53,330.41,354.01,11439,1,4,1,2,3,4,1,1,1,1,2,3,1,4,2,2,2,1,6
0,439.55,4338.4,4509.9,0,2,2,2,3,2,2,1,1,1,2,3,1,4,2,2,2,1,6
370.3,330.41,15307,470.15,2,2,7,5,3,3,2,1,1,1,2,3,1,4,2,2,2,1,6
0,0,16390,435.2,0,0,1,1,3,3,3,1,1,1,2,3,1,4,2,2,2,1,6
2822.7,10007,49436,56049,6,7,7,4,1,1,1,1,1,2,1,4,1,4,2,2,2,1,6
2147.8,64051,48559,23419,4,4,4,4,3,2,1,1,1,2,1,4,1,4,2,2,2,1,6
4193.1,39783,75835,52874,1,2,2,2,3,4,1,1,1,2,1,4,1,4,2,2,2,1,6
0,0,959.53,8092,0,0,1,1,3,2,2,1,1,2,1,4,1,4,2,2,2,1,6
866.92,8751.5,17639,1.28E+05,8,7,9,9,3,3,2,1,1,2,1,4,1,4,2,2,2,1,6
959.53,8092,8092,22290,1,1,1,1,3,2,3,1,1,2,1,4,1,4,2,2,2,1,6
0,0,36317,23499,0,0,1,1,3,3,3,1,1,2,1,4,1,4,2,2,2,1,6
0,0,23499,0,0,0,1,0,1,1,1,1,2,3,1,4,1,4,2,2,2,1,6
8329.1,0,98723,1.98E+05,6,0,6,6,3,4,1,1,2,3,1,4,1,4,2,2,2,1,6
64833,12279,11631,23499,1,2,5,2,3,2,1,1,2,4,2,4,1,4,2,2,2,1,6
56793,0,1.58E+05,0,5,0,6,0,3,4,1,1,2,4,2,4,1,4,2,2,2,1,6
0,0,0,8092,0,0,0,1,3,3,2,1,2,4,2,4,1,4,2,2,2,1,6
959.53,0,0,0,1,0,0,0,2,4,2,1,3,2,2,4,2,4,2,2,2,1,6
959.53,0,27749,23499,2,0,2,2,3,3,2,1,1,1,2,3,3,4,2,2,2,1,6
5940.1,57373,23499,1.96E+05,1,1,1,1,3,2,1,1,1,3,1,1,1,5,2,2,2,1,6
0,0,959.53,0,0,0,1,0,3,1,1,1,2,3,1,1,1,5,2,2,2,1,6
2786.5,3861.4,14080,11786,1,1,1,1,3,1,1,1,3,2,1,3,1,5,2,2,2,1,6
959.53,959.53,959.53,959.53,1,1,1,1,1,2,4,1,3,4,2,1,1,6,2,2,2,1,6
